index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det
342;826;7806345;-27.370.404.837.115.800;-5.276.467.859.745.020;UNIDADE BASICA DE SAUDE BAIRRO CANELLES;RUA TUPARANDI;1;CANELLES;;99600000.0;RS;Nonoai;2016;5
344;1137;2554038;-256.263.927.557.656;-506.812.544.333.183;CENTRO DE SAUDE DE REBOUCAS;RUA PRESIDENTE VARGAS;65;CENTRO;(42)34571380;84550000.0;PR;Rebouças;2016;5
372;1130;2418231;-276.897.477.584.618;-487.802.399.213.721;UNIDADE BASICA DE SAUDE LUIZ GONZAGA RAMLOW;RUA PRINCESA LEOPOLDINA;0;CALDAS DA IMPERATRIZ;(48)2454356;88140000.0;SC;Santo Amaro da Imperatriz;2016;5
379;1034;2303221;-267.688.610.927.432;-486.475.729.112.698;UNIDADE BASICA DE SAUDE DE GRAVATA;RUA TIMOTEO FLORES;1515;GRAVATA;(47)3427314;88385000.0;SC;Penha;2016;5
383;1017;2247232;-297.628.748.416.892;-570.751.976.966.841;ESF 06 SAO JOAO;RUA VENANCIO AIRES;2618;SAO JOAO;5534116277;97502454.0;RS;Uruguaiana;2016;5
396;861;7462921;-24.668.091.365.918.600;-494.126.272.184.076;UBS RURAL VEREADOR NOBORU FUJIMOTO;PR092;S/N;BEIRRO DOS CORDEIROS;;83590000.0;PR;Doutor Ulysses;2016;5
409;1045;5729475;-24.033.449.199.320.900;-520.109.700.317.383;UNIDADE BASICA DE SAUDE JOAO GARCIA VILLAR;RUA COLOMBIA;S/N;VILA NOVA;;86960000.0;PR;Barbosa Ferraz;2016;5
418;1775;2226154;-294.214.298.420.034;-51.514.326.527.241;POSTO DE SAUDE SAO PEDRO DA SERRA;AVENIDA DUQUE DE CAXIAS;1585;CENTRO;(51) 36451174;95758000.0;RS;São Pedro da Serra;2016;5
430;1931;2648903;-27.067.914.799.999.900;-53.164.001.500.000.000;UNIDADE BASICA DE SAUDE IRMANDO SCHAPPO;RUA PARANA;372;BAGATINI;(49)36471204;89887000.0;SC;Palmitos;2016;5
432;1949;13951;-254.390.224;-49.500.428.899.999.900;UNIDADE DE SAUDE FAZENDINHA;ESTRADA DE BATEIAS;S/N;FAZENDINHA;(41)3292-7546;83648990.0;PR;Campo Largo;2016;5
436;1653;5939038;-23.805;-53.684;UAPSF MARLI SAILA MONTANA DO LAGO ALBUQUERQUE;RUA ARAUJO LIMA;1375;CENTRO;4436368345;87540000.0;PR;Pérola;2016;5
446;1918;21431;-25.765.102.485;-497.185.958.084.251;CENTRO SOCIAL RURAL AGUA AZUL;AGUA AZUL;S/N;ZONA RURAL;(41)35478000;83770970.0;PR;Lapa;2016;5
451;2052;7421303;-262.770.234.071.335;-493.766.891.956.329;UNIDADE BASICA SERRA ALTA 10;RUA MAURO REGIS;1;SERRA ALTA;;89292165.0;SC;São Bento do Sul;2016;5
456;2109;2258919;-282.910.748.191.667;-5.463.788.670.420.870;PSF 1 CAIBATE;AV SANTA LUCIA;1492;CENTRO;;97930000.0;RS;Caibaté;2016;5
457;2350;2687933;-2.713.205;-4.894.222;UNIDADE DE SAUDE CEDRINHO;RUA HILDA DE MELLO KNIHS;S/N;CEDRINHO;(47)3350-5192;88358032.0;SC;Brusque;2016;5
473;2309;2730413;-227.507.972.717.279;-513.811.254.501.328;UNIDADE BASICA DE SAUDE VILA IGUACU;RUA IGUACU;S/N;VILA IGUACU;(43)6231090;86160000.0;PR;Porecatu;2016;5
476;2217;2231026;-298.486.155.356.247;-512.752.106.890.133;PMM CEL OLYMPIO NOVA STA RITA;AV GETULIO VARGAS;1373;BERTO CIRIO;(51)4706212;92480000.0;RS;Nova Santa Rita;2016;5
484;2360;18511;-2.536.993;-4.910.426;UNIDADE DE SAUDE JARDIM MENINO DEUS;RUA CARLOS SBRISSIA;167;JARDIM MENINO DEUS;(41)3671-8800;83420000.0;PR;Quatro Barras;2016;5
492;2338;6903975;-282.940.220.832.817;-542.350.172.996.505;PSF 6 BAIRRO NOVA;TRAVESSA PERU;721;NOVA;;98807297.0;RS;Santo Ângelo;2016;5
494;2247;6478204;-27.095.937.883.685.600;-486.173.993.861.423;UNIDADE DE SAUDE JARDIM PRAIA MAR;RUA 462;710;JARDIM PRAIA MAR;47 32671532;88220000.0;SC;Itapema;2016;5
499;2317;2419408;-28.654.787.843.039.600;-492.132.565.084.377;ESF ANTONIO MAURICIO GOMES;RUA DOS EXPEDICIONARIOS;S/N;NASPOLINI;(48)434 5186;88830000.0;SC;Morro da Fumaça;2016;5
504;2183;2511592;-26.274.093.389.510.300;-48.872.380.256.651.400;UBSF COSTA E SILVA;COMANDANTE TELES DE MENDONCA;65;COSTA E SILVA;(47) 34250017;89218680.0;SC;Joinville;2016;5
527;2760;7892608;-26.084.248.957.443.600;-497.815.203.666.687;ESTRATEGIA DE SAUDE DA FAMILIA ANTONIO BOSSI;RUA PROFESSORA MIRTES FERREIRA;45;BOM JESUS;(47)3642-8352;83880000.0;PR;Rio Negro;2016;5
540;2773;2377179;-27.395.778.698.688;-493.682.191.726.114;POSTO DE SAUDE DE VIDAL RAMOS;RUA AUGUSTO STOLTENBERG;26;CENTRO;(47)33561389;88443000.0;SC;Vidal Ramos;2016;5
547;2522;2302195;-268.069.410.324.089;-509.310.936.927.781;POSTO DE SAUDE CASTELHANO;ROD SC 302 KM 85;S/N;CASTELHANO;(49)35610949;89500993.0;SC;Caçador;2016;5
553;29302;2411261;-268.639.833.173.705;-52.154.105.650.118;UNIDADE SANITARIA DE VARGEAO;MAMANTE DANIELLI;122;CENTRO;(49)4340234;89690000.0;SC;Vargeão;2016;5
557;2546;2378442;-267.689.379.013.243;-5.364.104.958.659.000;POSTO DE SAUDE DE BANDEIRANTE;AV SANTO ANTONIO;S/N;CENTRO;(49)6260365;89905000.0;SC;Bandeirante;2016;5
561;2430;6801889;-31.395;-52.676;POSTO DE SAUDE COLONIA PALMA;COLONIA PALMA;S/N;5 DISTRITO;;96600000.0;RS;Canguçu;2016;5
563;2424;2640309;-284.833;-4.902.617;UBS SAO JOAO I;RUA PAULO STEINHEUSER;S/N;SAO JOAO;(48) 3626-8474;88702706.0;SC;Tubarão;2016;5
568;2791;2572214;-24.297.446.100.000.000;-533.125.196;C S DE FORMOSA DO OESTE;RUA MARANHAO;S/N;CENTRO;(44)3526-2933;85830000.0;PR;Formosa do Oeste;2016;5
569;2680;14494;-240.496.730.804.436;-523.984.336.853.012;UNIDADE DE SAUDE DR SADAYOSHI SHIMIZU;RUA LEMOS DO PRADO;195;DAMFERI;(44)3525-3008;87305515.0;PR;Campo Mourão;2016;5
589;2650;2262169;-28.315.297.365.187.800;-527.942.204.475.387;UNIDADE BASICA DE SAUDE RESIDENCIAL CANTARES CARAZINHO;RUA ARNILDO TAUCHERT;11;CANTARES;(54) 3331-1051;99500000.0;RS;Carazinho;2016;5
597;2490;2246619;-28.208.824.396.132.600;-515.294.837.951.645;SECRETARIA MUNICIPAL DE SAUDE;AV AFONSO PENA;409;CENTRO;(54)3581125;95300000.0;RS;Lagoa Vermelha;2016;5
604;2576;7122454;-28.236.904.650.823.100;-53.760.792.016.983.000;UNIDADE DE SAUDE 03;RUA COMBATENTES DA RAMADA;S/N;JOAO CARLINI;55 33871240;98750000.0;RS;Ajuricaba;2016;5
610;2558;2579162;-23.301.519.155.501.500;-51.188.156.604.765.300;UBS ALVORADA;RUA POCOS DE CALDAS;85;JD ALVORADA;(43)33790858;86062350.0;PR;Londrina;2016;5
613;2638;7112688;-294.813.355.955.292;-525.089.192.390.442;UNIDADE BASICA DE SAUDE DE RIO PEQUENO;RIO PEQUENO;S/N;INTERIOR;;96890000.0;RS;Sinimbu;2016;5
625;2438;17035;-25.434.165.000.914.800;-492.178.702.354.417;UMS IRACEMA;RUA NIVALDO BRAGA;S/N;CAPAO DA IMBUIA;(041)3266-2123;82900090.0;PR;Curitiba;2016;5
627;2485;2754592;-23.069.329.999.999.900;-52.447.880.000.000.000;NIS II ZONA LESTE;AVN TANCREDO NEVES;S/N;JD GUANABARA;(44)34237600;87704310.0;PR;Paranavaí;2016;5
649;2683;7360983;-240.295.911.876.716;-51.995.624.899.864.200;UNIDADE BASICA DE SAUDE SANTA RITA;RUA PIAUI;1272;VILA ROQUE;44-3275-2211;86960000.0;PR;Barbosa Ferraz;2016;5
652;2666;2254735;-28.292.730.536.924.800;-535.002.651.674.452;ESTRATEGIA SAUDE DA FAMILIA PIRATINI;RUA COSTA E SILVA;1250;PIRATINI;5533769140 RAMAL 489;98280000.0;RS;Panambi;2016;5
659;2420;3481220;-25.801.445.245.742.000;-48.543.133.735.655.200;POSTO DE SAUDE DO MANGUE SECO;RUA PATO BRANCO;1111;MANGUE SECO;(41)39716129;83260000.0;PR;Matinhos;2016;5
662;2739;2229463;-29.641.081.094.741;-510.285.544.395.432;ESF OESTESAPIRANGA;RUA ALAGOAS;50;OESTE;(51)5991093;93804464.0;RS;Sapiranga;2016;5
663;2738;2658321;-27.175.375.089.490.300;-5.371.480.206.490.240;UNIDADE DE SAUDE FRONTEIRA;RUA DA MATRIZ;605;CENTRO;(49)99889098;89896000.0;SC;Itapiranga;2016;5
669;2446;2640317;-28.480.033.947.850.100;-49.005.268.077.024.400;UBS SERTAO DOS CORREAS JOSE FRANCIONE DE FREITAS;R ALFREDO ANACLETO DA SILVA;S/N;SERTAO DOS CORREAS;(48) 3626-8975;88701970.0;SC;Tubarão;2016;5
670;2459;4053222;-23.840.407.133.101.600;-501.862.764.358.506;POSTO DE SAUDE COHAPAR;RUA FRITZ HEBERSTREIT;231;COHAPAR;4335465714;84900000.0;PR;Ibaiti;2016;5
674;2449;15199;-257.592.487.335.198;-49.554.004.669.188.000;MINI POSTO DE SAO PEDRO;SAO PEDRO;S/N;SAO PEDRO;(41)3625-1105;83730000.0;PR;Contenda;2016;5
678;2433;2251884;-293.227.779.865.256;-522.300.124.168.381;UNIDADE SANITARIA DE CANUDOS DO VALE;RUA JOSE PAULO KOBER;1599;CENTRO;(51)36161087;95933000.0;RS;Canudos do Vale;2016;5
679;2790;2665999;-272.496.879.100.792;-499.903.678.894.028;UNIDADE BASICA DE SAUDE WILLI TOMIO POMBINHAS;BR 470;S/N;POMBINHAS;(47)99078890;89172000.0;SC;Pouso Redondo;2016;5
683;2606;7045107;-24.933.217.008.698.800;-534.654.230.642.319;USF CANADA;RUA SALGADO FILHO;4881;JARDIM CANADA;(45) 3902-2704;85813740.0;PR;Cascavel;2016;5
686;2746;2238284;-28.783.944.713.190.100;-5.160.899.569.201.770;ESFSB M1 SAO JOAO BOSCO;AVENIDA JOAO PAULO II;917;CITADELLA;(54)2421700;95320000.0;RS;Nova Prata;2016;5
691;2744;7497660;-28.641.183.911.526.900;-535.995.483.398.438;ESF XIV ACELINO FLORES;RUA GERANIO;37;ACELINO FLORES;;98010575.0;RS;Cruz Alta;2016;5
692;2410;2246104;-28.263;-52.407;ESF PLANALTINA PASSO FUNDO;RUA DELMAR SITONE;385;PLANALTINA;33.157.669;99062580.0;RS;Passo Fundo;2016;5
696;2756;2783061;-2.410.442;-5.426.521.999.999.990;USF BELA VISTA;AVENIDA PRINCIPAL;S/N;BELA VISTA;(44)3583-1000;85980000.0;PR;Guaíra;2016;5
697;2759;2244918;-28.117.428.320.627.800;-5.277.880.084.555.030;POSTO DE SAUDE DE COQUEIROS DO SUL;RUA PEDRO REINHEIMER;811;VILA PLANALTO;(54)36152148;99528000.0;RS;Coqueiros do Sul;2016;5
704;2403;2258730;-284.135.842.323.295;-5.494.241.237.640.220;PSF 7 VILA MARIO;RUA BORGES DE MEDEIROS;S/N;VILA MARIO;;97800000.0;RS;São Luiz Gonzaga;2016;5
712;2533;3512843;-29.588.220.119.475.400;-51.473.865.509.031.700;POSTO DE SAUDE DE SAO JOSE DO MARATA;SAO JOSE DO MARATA;1;INTERIOR;(51)6148193;95748000.0;RS;São José do Sul;2016;5
714;2767;2411512;-26.963.719.499.236.800;-525.349.325.183.039;UNIDADE DE SAUDE DA FAMILIA PRIMAVERA;RUA ANTONIO DALLA ROSA;210;PRIMAVERA;(04)93534177;89825000.0;SC;Xaxim;2016;5
721;2608;7384777;-27.344.872.220.701;-533.962.959.051.132;POSTO DE SAUDE SANTO ANTONIO;RUA MONTE BELO;34;SANTO ANTONIO;5537442830;98400000.0;RS;Frederico Westphalen;2016;5
722;2499;2738961;-233.302.938.938.134;-53.332.142.829.893.500;POSTO DE SAUDE JARDIM DO IVAI;AV PRINCIPAL;S/N;JARDIM IVAI;(44)6631118;87485000.0;PR;Douradina;2016;5
733;2543;2227517;-295.722.204.557.553;-50.798.710.733.321.700;UNIDADE DE SAUDE VIADUTO;RUA PEDRO KEHL;932;VIADUTO;(51)35453138;95650000.0;RS;Igrejinha;2016;5
744;2730;4052641;-23.836.426.734.923.600;-504.135.775.566.086;PSF URBANO 2;RUA PESSEGUEIRO;S/N;JARDIM LEONOR;4335472303;84285000.0;PR;Figueira;2016;5
751;2464;2554127;-257.519.423.961.632;-505.876.421.928.391;MINI POSTO DO RIO BONITO;RIO BONITO;S/N;ZONA RURAL;(42)4571380;84550000.0;PR;Rebouças;2016;5
752;2419;2224844;-307.547.450.065.604;-519.793.224.334.702;POSTO DE SAUDE;AV 28 DE DEZEMBRO;3333;CENTRO;(51) 3611 7101;96193000.0;RS;Chuvisca;2016;5
755;2553;2301962;-269.255.375.862.114;-506.756.186.485.276;POSTO DE SAUDE NOSSA SENHORA DE LOURDES;RUA GERAL;S/N;GRUTA;;89515000.0;SC;Lebon Régis;2016;5
757;2469;6919391;-273.552.918.434.135;-5.277.329.921.722.260;UNIDADE BASICA DE SAUDE BAIRRO OPERARIO;RUA 12 DE OUTUBRO;S/N;OPERARIO;5433622016;99600000.0;RS;Nonoai;2016;5
763;2521;2625326;-26.694.475.145.317;-532.545.563.766.802;CENTRO MUNICIPAL DE SAUDE ROMANO CASSOL;RUA SAO LUIZ;440;CENTRO;(49)36670067;89879000.0;SC;São Miguel da Boa Vista;2016;5
767;2778;7442696;-29.710.786.367.856.600;-499.929.881.978.035;ESF PRAIA DO BARCO;PRAIA DO BARCO;S/N;PRAIA DO BARCO;;95555000.0;RS;Capão da Canoa;2016;5
768;2432;2735156;-24.140.696.525.573.000;-52.860.202.789.305.100;POSTO DE SAUDE DE BRAGAPOLIS;AVENIDA PRINCIPAL;S/N;DISTRITO;(44)5531482;87380000.0;PR;Janiópolis;2016;5
770;2531;2225433;-29.631.749.277.632.100;-50.834.865.902.327.300;UNIDADE BASICA DE SAUDE MORRO DA PEDRA;ESTRADA INTEGRACAO;4970;MORRO DA PEDRA;(51) 35220000;95630000.0;RS;Parobé;2016;5
778;2462;2418959;-272.958.805.567.379;-488.570.042.802.461;UNIDADE BASICA DE SAUDE CARDOSO;RUA MOACIR MARCOS DA SILVA;S/N;CARDOSO;(48)265 1449;88240000.0;SC;São João Batista;2016;5
785;2500;6805809;-2.283.789.753;-519.744.162.121.383;UAPSF UNIDADE DE ATENCAO PRIMARIA SAUDE DA FAMILIA;RUA PAULO PIOVESANI;S/N;JARDIM PROGRESSO;;86690000.0;PR;Colorado;2016;5
786;2451;2261014;-276.311.628.724.795;-539.558.847.238.338;UNIDADE DO PSF;RUA DR JOAO DAHNER;475;CENTRO;(55)5261288;98675000.0;RS;Sede Nova;2016;5
790;2928;2225972;-30.141.978.263.854.100;-513.293.695.449.814;UNIDADE BASICA DE SAUDE VILA IOLANDA;RUA VALDOMIRO RODRIGUES;248;VILA IOLANDA;(51) 34806116;92500000.0;RS;Guaíba;2016;5
793;3083;2537818;-268.384.675;-52.987.100.100.000.000;POLICLINICA CENTRAL ARTHUR BARTOLOMEU FIORINI;RUA PARANA;183;SANTO ANTONIO;4933666650;89870000.0;SC;Pinhalzinho;2016;5
798;2987;2228432;-27.354.664.532.484.600;-527.761.885.672.359;UNIDADE BASICA DE SAUDE CENTRAL;RUA PINHEIRO MACHADO;410;CENTRO;(54)33622105;99600000.0;RS;Nonoai;2016;5
818;2829;2416565;-26.480.033.397.673.800;-496.040.225.028.977;UNIDADE DE SAUDE VOLTA GRANDE;PASCHOALINO BUONACCORSO;332;DISTRITO VOLTA GRAND;(47)36466128;89295000.0;SC;Rio Negrinho;2016;5
825;3042;2739518;-26.484;-5.199.100.000.000.000;UNIDADE BASICA DE SAUDE KLUBEGE;SAO PAULO;374;KLUBEGE;4632625319;85555000.0;PR;Palmas;2016;5
830;2871;2303531;-27.012.460.074.401;-48.646.790.222.168;UNIDADE DE SAUDE CENTRAL;RUA JOAO MORAES;341;CENTRO;(47)3651066;88340338.0;SC;Camboriú;2016;5
849;3122;2410753;-26.511.637.595.292.300;-52.669.699.288.812.100;UNIDADE SANITARIA CORONEL MARTINS;RUA ARARANGUA;51;CENTRO;(49)34590014;89837000.0;SC;Coronel Martins;2016;5
856;3026;2538326;-266.572.269.448;-5.289.501.135.630.770;UNIDADE SANITARIA SEDE DE IRATI;RUA JOAO BEUX SOBRINHO;200;CENTRO;(49)349 0000;89856000.0;SC;Irati;2016;5
857;2869;2244829;-284.504.699.707.023;-52.821.557.521.818.500;UNIDADE BASICA DE SAUDE SANTO ANTONIO;RUA VENANCIO AIRES;773;SANTO ANTONIO;(54)33324122;99470000.0;RS;Não-Me-Toque;2016;5
864;2880;5406617;-25.432.956;-492.718.478.850.774;UMS VILA SANDRA PSF;RUA ARARANGUA;S/N;CIC;(41) 32852096;81230090.0;PR;Curitiba;2016;5
867;2934;2739208;-25.935.485.699.999.900;-527.074.272;POSTO DE SAUDE BNH;RUA JOSE FOPPA;233;INDUSTRIAL;(46)2322043;85550000.0;PR;Coronel Vivida;2016;5
868;3038;2735687;-234.397.065.639.489;-5.186.692.714.691.010;UNIDADE BASICA DE SAUDE VALE AZUL;AVENIDA VALE AZUL;S/N;VALE AZUL DISTRITO;(44)2555227;87114010.0;PR;Sarandi;2016;5
870;3114;5953324;-267.618.370.056.145;-5.100.664.615.630.960;POSTO DE SAUDE BAIRRO N S SALETE;LUIZ TORTATTO;S/N;NOSSA SENHORA SALETE;49 35610942;89507788.0;SC;Caçador;2016;5
871;3124;2741334;-24.044.158.458.709.000;-508.974.695.205.674;UNIDADE SAUDE DA FAMILIA DE BRIOLANDIA;RUA PRINCIPAL;S/N;BRIOLANDIA;;84350000.0;PR;Ortigueira;2016;5
