index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det
547;2522;2302195;-26.8069410324089;-50.9310936927781;POSTO DE SAUDE CASTELHANO;ROD SC 302 KM 85;S/N;CASTELHANO;(49)35610949;89500993.0;SC;Caçador;2016;5
553;29302;2411261;-26.8639833173705;-52.154105650118;UNIDADE SANITARIA DE VARGEAO;MAMANTE DANIELLI;122;CENTRO;(49)4340234;89690000.0;SC;Vargeão;2016;5
557;2546;2378442;-26.7689379013243;-53.64104958659001;POSTO DE SAUDE DE BANDEIRANTE;AV SANTO ANTONIO;S/N;CENTRO;(49)6260365;89905000.0;SC;Bandeirante;2016;5
561;2430;6801889;-31.395;-52.676;POSTO DE SAUDE COLONIA PALMA;COLONIA PALMA;S/N;5 DISTRITO;;96600000.0;RS;Canguçu;2016;5
563;2424;2640309;-28.4833;-49.02617;UBS SAO JOAO I;RUA PAULO STEINHEUSER;S/N;SAO JOAO;(48) 3626-8474;88702706.0;SC;Tubarão;2016;5
568;2791;2572214;-24.297446100000002;-53.3125196;C S DE FORMOSA DO OESTE;RUA MARANHAO;S/N;CENTRO;(44)3526-2933;85830000.0;PR;Formosa do Oeste;2016;5
569;2680;14494;-24.0496730804436;-52.3984336853012;UNIDADE DE SAUDE DR SADAYOSHI SHIMIZU;RUA LEMOS DO PRADO;195;DAMFERI;(44)3525-3008;87305515.0;PR;Campo Mourão;2016;5
589;2650;2262169;-28.315297365187803;-52.7942204475387;UNIDADE BASICA DE SAUDE RESIDENCIAL CANTARES CARAZINHO;RUA ARNILDO TAUCHERT;11;CANTARES;(54) 3331-1051;99500000.0;RS;Carazinho;2016;5
597;2490;2246619;-28.208824396132602;-51.5294837951645;SECRETARIA MUNICIPAL DE SAUDE;AV AFONSO PENA;409;CENTRO;(54)3581125;95300000.0;RS;Lagoa Vermelha;2016;5
604;2576;7122454;-28.236904650823103;-53.760792016983004;UNIDADE DE SAUDE 03;RUA COMBATENTES DA RAMADA;S/N;JOAO CARLINI;55 33871240;98750000.0;RS;Ajuricaba;2016;5
610;2558;2579162;-23.301519155501598;-51.188156604765396;UBS ALVORADA;RUA POCOS DE CALDAS;85;JD ALVORADA;(43)33790858;86062350.0;PR;Londrina;2016;5
613;2638;7112688;-29.4813355955292;-52.5089192390442;UNIDADE BASICA DE SAUDE DE RIO PEQUENO;RIO PEQUENO;S/N;INTERIOR;;96890000.0;RS;Sinimbu;2016;5
625;2438;17035;-25.434165000914803;-49.2178702354417;UMS IRACEMA;RUA NIVALDO BRAGA;S/N;CAPAO DA IMBUIA;(041)3266-2123;82900090.0;PR;Curitiba;2016;5
627;2485;2754592;-23.069329999999997;-52.447880000000005;NIS II ZONA LESTE;AVN TANCREDO NEVES;S/N;JD GUANABARA;(44)34237600;87704310.0;PR;Paranavaí;2016;5
649;2683;7360983;-24.0295911876716;-51.995624899864204;UNIDADE BASICA DE SAUDE SANTA RITA;RUA PIAUI;1272;VILA ROQUE;44-3275-2211;86960000.0;PR;Barbosa Ferraz;2016;5
652;2666;2254735;-28.292730536924896;-53.5002651674452;ESTRATEGIA SAUDE DA FAMILIA PIRATINI;RUA COSTA E SILVA;1250;PIRATINI;5533769140 RAMAL 489;98280000.0;RS;Panambi;2016;5
659;2420;3481220;-25.801445245742002;-48.543133735655296;POSTO DE SAUDE DO MANGUE SECO;RUA PATO BRANCO;1111;MANGUE SECO;(41)39716129;83260000.0;PR;Matinhos;2016;5
662;2739;2229463;-29.641081094741;-51.0285544395432;ESF OESTESAPIRANGA;RUA ALAGOAS;50;OESTE;(51)5991093;93804464.0;RS;Sapiranga;2016;5
663;2738;2658321;-27.175375089490398;-53.71480206490249;UNIDADE DE SAUDE FRONTEIRA;RUA DA MATRIZ;605;CENTRO;(49)99889098;89896000.0;SC;Itapiranga;2016;5
669;2446;2640317;-28.480033947850103;-49.005268077024404;UBS SERTAO DOS CORREAS JOSE FRANCIONE DE FREITAS;R ALFREDO ANACLETO DA SILVA;S/N;SERTAO DOS CORREAS;(48) 3626-8975;88701970.0;SC;Tubarão;2016;5
670;2459;4053222;-23.840407133101696;-50.1862764358506;POSTO DE SAUDE COHAPAR;RUA FRITZ HEBERSTREIT;231;COHAPAR;04335465714;84900000.0;PR;Ibaiti;2016;5
674;2449;15199;-25.7592487335198;-49.554004669188004;MINI POSTO DE SAO PEDRO;SAO PEDRO;S/N;SAO PEDRO;(41)3625-1105;83730000.0;PR;Contenda;2016;5
678;2433;2251884;-29.3227779865256;-52.2300124168381;UNIDADE SANITARIA DE CANUDOS DO VALE;RUA JOSE PAULO KOBER;1599;CENTRO;(51)36161087;95933000.0;RS;Canudos do Vale;2016;5
679;2790;2665999;-27.2496879100792;-49.9903678894028;UNIDADE BASICA DE SAUDE WILLI TOMIO POMBINHAS;BR 470;S/N;POMBINHAS;(47)99078890;89172000.0;SC;Pouso Redondo;2016;5
683;2606;7045107;-24.933217008698897;-53.4654230642319;USF CANADA;RUA SALGADO FILHO;4881;JARDIM CANADA;(45) 3902-2704;85813740.0;PR;Cascavel;2016;5
686;2746;2238284;-28.783944713190103;-51.60899569201771;ESFSB M1 SAO JOAO BOSCO;AVENIDA JOAO PAULO II;917;CITADELLA;(54)2421700;95320000.0;RS;Nova Prata;2016;5
691;2744;7497660;-28.641183911526998;-53.5995483398438;ESF XIV ACELINO FLORES;RUA GERANIO;37;ACELINO FLORES;;98010575.0;RS;Cruz Alta;2016;5
692;2410;2246104;-28.263;-52.407;ESF PLANALTINA PASSO FUNDO;RUA DELMAR SITONE;385;PLANALTINA;3315.7669;99062580.0;RS;Passo Fundo;2016;5
696;2756;2783061;-24.10442;-54.26521999999999;USF BELA VISTA;AVENIDA PRINCIPAL;S/N;BELA VISTA;(44)3583-1000;85980000.0;PR;Guaíra;2016;5
697;2759;2244918;-28.117428320627898;-52.77880084555039;POSTO DE SAUDE DE COQUEIROS DO SUL;RUA PEDRO REINHEIMER;811;VILA PLANALTO;(54)36152148;99528000.0;RS;Coqueiros do Sul;2016;5
704;2403;2258730;-28.4135842323295;-54.94241237640221;PSF 7 VILA MARIO;RUA BORGES DE MEDEIROS;S/N;VILA MARIO;;97800000.0;RS;São Luiz Gonzaga;2016;5
712;2533;3512843;-29.588220119475498;-51.473865509031704;POSTO DE SAUDE DE SAO JOSE DO MARATA;SAO JOSE DO MARATA;1;INTERIOR;(51)6148193;95748000.0;RS;São José do Sul;2016;5
714;2767;2411512;-26.963719499236802;-52.5349325183039;UNIDADE DE SAUDE DA FAMILIA PRIMAVERA;RUA ANTONIO DALLA ROSA;210;PRIMAVERA;(04)93534177;89825000.0;SC;Xaxim;2016;5
721;2608;7384777;-27.344872220701;-53.3962959051132;POSTO DE SAUDE SANTO ANTONIO;RUA MONTE BELO;34;SANTO ANTONIO;5537442830;98400000.0;RS;Frederico Westphalen;2016;5
722;2499;2738961;-23.3302938938134;-53.332142829893506;POSTO DE SAUDE JARDIM DO IVAI;AV PRINCIPAL;S/N;JARDIM IVAI;(44)6631118;87485000.0;PR;Douradina;2016;5
733;2543;2227517;-29.5722204557553;-50.798710733321705;UNIDADE DE SAUDE VIADUTO;RUA PEDRO KEHL;932;VIADUTO;(51)35453138;95650000.0;RS;Igrejinha;2016;5
744;2730;4052641;-23.836426734923602;-50.4135775566086;PSF URBANO 2;RUA PESSEGUEIRO;S/N;JARDIM LEONOR;4335472303;84285000.0;PR;Figueira;2016;5
751;2464;2554127;-25.7519423961632;-50.5876421928391;MINI POSTO DO RIO BONITO;RIO BONITO;S/N;ZONA RURAL;(42)4571380;84550000.0;PR;Rebouças;2016;5
752;2419;2224844;-30.7547450065604;-51.9793224334702;POSTO DE SAUDE;AV 28 DE DEZEMBRO;3333;CENTRO;(51) 3611 7101;96193000.0;RS;Chuvisca;2016;5
755;2553;2301962;-26.9255375862114;-50.6756186485276;POSTO DE SAUDE NOSSA SENHORA DE LOURDES;RUA GERAL;S/N;GRUTA;;89515000.0;SC;Lebon Régis;2016;5
757;2469;6919391;-27.3552918434135;-52.77329921722261;UNIDADE BASICA DE SAUDE BAIRRO OPERARIO;RUA 12 DE OUTUBRO;S/N;OPERARIO;5433622016;99600000.0;RS;Nonoai;2016;5
763;2521;2625326;-26.694475145317;-53.2545563766802;CENTRO MUNICIPAL DE SAUDE ROMANO CASSOL;RUA SAO LUIZ;440;CENTRO;(49)36670067;89879000.0;SC;São Miguel da Boa Vista;2016;5
767;2778;7442696;-29.710786367856603;-49.9929881978035;ESF PRAIA DO BARCO;PRAIA DO BARCO;S/N;PRAIA DO BARCO;;95555000.0;RS;Capão da Canoa;2016;5
768;2432;2735156;-24.140696525573002;-52.860202789305106;POSTO DE SAUDE DE BRAGAPOLIS;AVENIDA PRINCIPAL;S/N;DISTRITO;(44)5531482;87380000.0;PR;Janiópolis;2016;5
770;2531;2225433;-29.631749277632103;-50.834865902327394;UNIDADE BASICA DE SAUDE MORRO DA PEDRA;ESTRADA INTEGRACAO;4970;MORRO DA PEDRA;(51) 35220000;95630000.0;RS;Parobé;2016;5
778;2462;2418959;-27.2958805567379;-48.8570042802461;UNIDADE BASICA DE SAUDE CARDOSO;RUA MOACIR MARCOS DA SILVA;S/N;CARDOSO;(48)265 1449;88240000.0;SC;São João Batista;2016;5
785;2500;6805809;-22.83789753;-51.9744162121383;UAPSF UNIDADE DE ATENCAO PRIMARIA SAUDE DA FAMILIA;RUA PAULO PIOVESANI;S/N;JARDIM PROGRESSO;;86690000.0;PR;Colorado;2016;5
786;2451;2261014;-27.6311628724795;-53.9558847238338;UNIDADE DO PSF;RUA DR JOAO DAHNER;475;CENTRO;(55)5261288;98675000.0;RS;Sede Nova;2016;5
790;2928;2225972;-30.141978263854103;-51.3293695449814;UNIDADE BASICA DE SAUDE VILA IOLANDA;RUA VALDOMIRO RODRIGUES;248;VILA IOLANDA;(51) 34806116;92500000.0;RS;Guaíba;2016;5
793;3083;2537818;-26.8384675;-52.987100100000006;POLICLINICA CENTRAL ARTHUR BARTOLOMEU FIORINI;RUA PARANA;183;SANTO ANTONIO;4933666650;89870000.0;SC;Pinhalzinho;2016;5
798;2987;2228432;-27.354664532484602;-52.7761885672359;UNIDADE BASICA DE SAUDE CENTRAL;RUA PINHEIRO MACHADO;410;CENTRO;(54)33622105;99600000.0;RS;Nonoai;2016;5
818;2829;2416565;-26.480033397673804;-49.6040225028977;UNIDADE DE SAUDE VOLTA GRANDE;PASCHOALINO BUONACCORSO;332;DISTRITO VOLTA GRAND;(47)36466128;89295000.0;SC;Rio Negrinho;2016;5
825;3042;2739518;-26.484;-51.99100000000001;UNIDADE BASICA DE SAUDE KLUBEGE;SAO PAULO;374;KLUBEGE;4632625319;85555000.0;PR;Palmas;2016;5
830;2871;2303531;-27.012460074401;-48.646790222168;UNIDADE DE SAUDE CENTRAL;RUA JOAO MORAES;341;CENTRO;(47)3651066;88340338.0;SC;Camboriú;2016;5
849;3122;2410753;-26.511637595292303;-52.669699288812104;UNIDADE SANITARIA CORONEL MARTINS;RUA ARARANGUA;051;CENTRO;(49)34590014;89837000.0;SC;Coronel Martins;2016;5
856;3026;2538326;-26.6572269448;-52.89501135630779;UNIDADE SANITARIA SEDE DE IRATI;RUA JOAO BEUX SOBRINHO;200;CENTRO;(49)349 0000;89856000.0;SC;Irati;2016;5
857;2869;2244829;-28.4504699707023;-52.821557521818505;UNIDADE BASICA DE SAUDE SANTO ANTONIO;RUA VENANCIO AIRES;773;SANTO ANTONIO;(54)33324122;99470000.0;RS;Não-Me-Toque;2016;5
864;2880;5406617;-25.432956;-49.2718478850774;UMS VILA SANDRA PSF;RUA ARARANGUA;S/N;CIC;(41) 32852096;81230090.0;PR;Curitiba;2016;5
867;2934;2739208;-25.935485699999997;-52.7074272;POSTO DE SAUDE BNH;RUA JOSE FOPPA;233;INDUSTRIAL;(46)2322043;85550000.0;PR;Coronel Vivida;2016;5
868;3038;2735687;-23.4397065639489;-51.86692714691011;UNIDADE BASICA DE SAUDE VALE AZUL;AVENIDA VALE AZUL;S/N;VALE AZUL DISTRITO;(44)2555227;87114010.0;PR;Sarandi;2016;5
870;3114;5953324;-26.7618370056145;-51.00664615630961;POSTO DE SAUDE BAIRRO N S SALETE;LUIZ TORTATTO;S/N;NOSSA SENHORA SALETE;49 35610942;89507788.0;SC;Caçador;2016;5
871;3124;2741334;-24.044158458709003;-50.8974695205674;UNIDADE SAUDE DA FAMILIA DE BRIOLANDIA;RUA PRINCIPAL;S/N;BRIOLANDIA;;84350000.0;PR;Ortigueira;2016;5
882;3015;2241811;-29.048624038695397;-55.151302814482;UNIDADE SANITARIA DE UNISTALDA ESF;RUA DESIDERIO FINAMOR;205;CENTRO;5536115103;97755000.0;RS;Unistalda;2016;5
886;2997;17353;-25.432956;-49.2718478850774;UMS MORADIAS SANTA RITA PSF;RUA ADRIANA CERES ZAGO BUENO;743;TATUQUARA;(41)3963492;81470030.0;PR;Curitiba;2016;5
902;3064;2583364;-25.7153785228722;-53.765523433683704;PSF5 NIS II PLANALTO;RUA JULIO SKRZYPZACK;742;NSA SRA DE LURDES;(46)3555-1589;85750000.0;PR;Planalto;2016;5
908;2985;2739607;-23.87231;-53.88635;POSTO DE SAUDE PANORAMA;RUA OURO PRETO;S/N;JARDIM PANORAMA;(04)36591436;87550000.0;PR;Altônia;2016;5
914;3014;2300729;-27.594534158705898;-49.9524521827683;UNIDADE BASICA DE SAUDE FUNDO DO CAMPO;ESTRADA GERAL FUNDO DO CAMPO;S/N;INTERIOR;;88540000.0;SC;Otacílio Costa;2016;5
933;3147;6319882;-25.7334396202596;-52.1256275318311;UNIDADE DE ATENCAO PRIMARIA SAUDE DA FAMILIA REGINA ZUCONELL;RUA SAO PEDRO APOSTOLO;S/N;CENTRO;423639-8153;85145000.0;PR;Foz do Jordão;2016;5
