index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det;lat_corrigida;long_corrigida;endereco_google
23620;35582;2231905;-29.497.915.506.362.000;-509.900.593.757.615;CLINICA FAMILIA TEEWALD;RUA ALBANO SCHNEIDER;23;CENTRO;(51)5671173;93995000.0;RS;Santa Maria do Herval;2016;5;-29.4980642;-50.9899312;R. Albano Schneider, 23, Santa Maria do Herval - RS, 93995-000, Brazil
23623;35353;2683318;-250.663.805.007.927;-502.091.717.720.017;UNIDADE BASICA DE SAUDE ANTONIO SCHWANZEE;RUA SANTO MAURO;S/N;SANTA LUCIA;(42)39011755;84063160.0;PR;Ponta Grossa;2016;5;-25.0666669;-50.2092975;R. Santo Mauro, 229 - Chapada, Ponta Grossa - PR, 84063-160, Brazil
23627;35450;2250543;-277.796.602.188.975;-542.353.022.075.467;PSF VIVA MAIS;AVENIDA SANTA ROSA;S/N;CENTRO;(55)35352217;98910000.0;RS;Três de Maio;2016;5;-27.7839242;-54.2385233;Av. Santa Rosa, Três de Maio - RS, 98910-000, Brazil
23628;35352;2683296;-25.081.744.194.029.900;-501.666.212.081.895;UNIDADE BASICA DE SAUDE ANTONIO RUSSO;R SALDANHA DA GAMA;S/N;CENTRO;(42)39011747;84045020.0;PR;Ponta Grossa;2016;5;-25.0813271;-50.1631999;R. Saldanha da Gama, Ponta Grossa - PR, 84043-560, Brazil
23635;35216;2385791;-282.399.511.140.131;-486.692.841.969.227;UNIDADE BASICA DE SAUDE DE ALTO ARROIO;ESTRADA GERAL;92;ALTO ARROIO;48 33550728;88780000.0;SC;Imbituba;2016;5;-28.1497031;-48.7204531;Estr. Geral, 92 - SAMBAQUI, Imbituba - SC, 88780-000, Brazil
23637;35354;2683326;-25.092.547;-501.614.420.592.942;UNIDADE DE SAUDE DA FAMILIA AURELIO GROTT;R FABIO FANUCCHE;S/N;LOS ANGELES;(42)39011756;84071220.0;PR;Ponta Grossa;2016;5;-25.0649018;-50.2083975;R. Santo Fábio - Chapada, Ponta Grossa - PR, 84043-450, Brazil
23640;35263;2411202;-26.557.830.369.518.500;-525.372.274.685.343;UBS BAIRRO ESPERANCA;RUA SAO DOMINGOS;530;ESPERANCA;(49)4430108;89835000.0;SC;São Domingos;2016;5;-26.5626119;-52.5388714;R. São Domingos, 530 - Esperança, São Domingos - SC, 89835-000, Brazil
23651;35403;2411385;-268.888.206;-5.240.152.979.999.990;UNIDADE SANITARIA PAULINA LUNARDELLI BALDI;RUA DORALINA SCHUSTER;181;VISTA ALEGRE;(049) 3433-8672;89820000.0;SC;Xanxerê;2016;5;-26.8879618;-52.399425;R. Doralina Schuster, 181 - Vista Alegre, Xanxerê - SC, 89820-000, Brazil
23652;35351;2683253;-25.136.117.935.179.800;-501.570.940.017.686;UNIDADE BASICA DE SAUDE AGOSTINHO BRENNER;RUA FREUD;S/N;MARIA OTILIA;(42) 39011729;84045430.0;PR;Ponta Grossa;2016;5;-25.138087;-50.1555883;R. Freud, Ponta Grossa - PR, Brazil
23658;35243;2512858;-269.062.559.992.379;-492.401.404.600.146;ESTRATEGIA SAUDE DA FAMILIA ALBERT SABIN;RUA CAXIAS DO SUL;295;ENCANO DO NORTE;(47)3394-4103;89085450.0;SC;Indaial;2016;5;-26.875127;-49.19477999999999;R. Caxias do Sul, 295 - Encano do Norte, Indaial - SC, 89130-000, Brazil
23659;35588;2251132;-29.423.449.549.900.800;-517.661.555.137.498;UNIDADE SANITARIA DE WESTFALIA;RUA PROFESSOR HENRIQUE DREMEYER;301;CENTRO;(51)37624720;95893000.0;RS;Westfalia;2016;5;-29.4198652;-51.76745570000001;R. Prof. Henrique Driemeyer, 301, Westfalia - RS, 95893-000, Brazil
23665;35586;2250144;-27.576.638.460.158.500;-545.038.604.736.312;POSTO DE SAUDE DA SEDE E ESF 1 NOVO MACHADO;AVENIDA PRATOS;380;CENTRO;(55)35441010;98955000.0;RS;Novo Machado;2016;5;-27.5701066;-54.50355709999999;Av. Pratos, 380, Novo Machado - RS, 98955-000, Brazil
23667;35356;2683369;-25.092.547;-501.614.420.592.942;UNIDADE DE SAUDE DA FAMILIA CLEON FRANCISCO C DE MACEDO;RUA PADRE DENIS QUILTY;S/N;VILA RUBINI;(42)39011960;84030455.0;PR;Ponta Grossa;2016;5;-25.0906813;-50.0887237;R. Padre Dênis Quilty - Uvaranas, Ponta Grossa - PR, Brazil
23668;35483;2253356;-31.747.763.156.889.800;-523.677.921.295.151;UBS COHAB GUABIROBA;RUA DOUTOR ARNALDO DA SILVA FERREIRA;362;GUABIROBA;(53) 2859124;96040050.0;RS;Pelotas;2016;5;-31.7462569;-52.3687141;R. Dr. Arnaldo da Silva Ferreira, 362 - Fragata, Pelotas - RS, 96040-050, Brazil
23669;35363;2683970;-251.424.479.484.551;-49.884.216.785.429.400;UNIDADE DE SAUDE DA FAMILIA DA ZONA RURAL CRUTAC;CERRADO GRANDE;S/N;ITAIACOCA;(42)32226581;84126400.0;PR;Ponta Grossa;2016;5;-25.1429403;-49.8838179;Estr. Pery Pereira Costa, 276, Ponta Grossa - PR, Brazil
23679;35434;6752926;-281.839.865.262.373;-492.199.960.405.178;ESF 02;ADERBAL RAMOS DA SILVA;127;CENTRO;48 3652131;88890000.0;SC;Grão Pará;2016;5;-28.1837;-49.2139813;R. Aderbal Ramos da Silva, 127, Grão Pará - SC, 88890-000, Brazil
23685;35340;2411474;-26.963.719.499.236.800;-525.349.325.183.039;UNIDADE DE SAUDE DA FAMILIA ALVORADA;RUA VOLUNTARIOS DA PATRIA;345;ALVORADA;(04)93531304;89825000.0;SC;Xaxim;2016;5;-26.9522597;-52.5324296;R. Voluntário da Pátria, 345 - Alvorada, Xaxim - SC, 89825-000, Brazil
23693;35592;2254247;-27.866.749.798.923.000;-544.782.240.987.609;UNIDADE BASICA DE SAUDE SETE DE SETEMBRO;SETE DE SETEMBRO;S/N;SETE DE SETEMBRO;;98900000.0;RS;Santa Rosa;2016;5;-27.9038761;-54.5804671;Sete de Setembro, Santa Rosa - RS, 98900-000, Brazil
23696;35479;2253275;-317.634.594.440.451;-523.230.099.678.024;UBS CSU CRUZEIRO;RUA BARAO DE ITAMARACA;690;CENTRO;(53) 2852233;96075040.0;RS;Pelotas;2016;5;-31.763615;-52.323417;R. Barão de Itamaracá, 690 - Areal, Pelotas - RS, 96075-040, Brazil
23702;35593;2254255;-27.866.749.798.923.000;-544.782.240.987.609;UNIDADE BASICA DE SAUDE SULINA;TRAVESSA TAPES;S/N;SULINA;55 3511 7071;98900000.0;RS;Santa Rosa;2016;5;-27.872553;-54.4943144;R. Tapes - Sulina, Santa Rosa - RS, 98900-000, Brazil
23704;35478;2253232;-31.760.369.539.259.800;-522.296.261.787.399;UBS LARANJAL;RUA SAO BORJA;683;LARANJAL;(53) 2856019;96090660.0;RS;Pelotas;2016;5;-31.7606457;-52.2296571;R. São Borja, 683 - Laranjal, Pelotas - RS, 96090-440, Brazil
23711;35471;2253011;-315.420.484.542.838;-524.645.876.884.445;UBS VILA NOVA;COLONIA VILA NOVA;100;7 DISTRITO;(53)2247275;96010971.0;RS;Pelotas;2016;5;-31.4048652;-52.6719418;Vila Nova, Canguçu - RS, 96600-000, Brazil
23712;35341;2411482;-26.963.719.499.236.800;-525.349.325.183.039;UNIDADE DE SAUDE DA FAMILIA GUARANY;RUA CORONEL ERNESTO BERTAZO;S/N;CENTRO;(49)3531197;89825000.0;SC;Xaxim;2016;5;-26.9714275;-52.5346153;R. Cel. Ernesto Bertaso, Xaxim - SC, 89825-000, Brazil
23715;35547;2665093;-27.645;-48.668;CENTRO DE SAUDE MEDIO ARIRIU;RUA NELSON BALTAZAR SCHUTZ;S/N;ARIRIU;(48)30475544;88135202.0;SC;Palhoça;2016;5;-27.6694678;-48.686931;Av. Nelson Baltazar Schutz - Aririu, Palhoça - SC, Brazil
23718;35596;2254549;-27.866.749.798.923.000;-544.782.240.987.609;UNIDADE BASICA DE SAUDE AGRICOLA;RUA BENVINDO GIORDANI;S/N;VILA AGRICOLA;;98900000.0;RS;Santa Rosa;2016;5;-27.8865552;-54.4807137;R. Benvindo Giordani, Santa Rosa - RS, 98900-000, Brazil
23728;35473;2253119;-31.754.908.561.705.600;-5.232.899.665.832.370;UBS AREAL I;RUA APOLINARIO PORTO ALEGRE;290;AREAL;(53) 2858991;96080010.0;RS;Pelotas;2016;5;-31.7548005;-52.32863150000001;R. Apolinário Pôrto Alegre, 290 - Areal, Pelotas - RS, 96080-010, Brazil
23729;35240;6787525;-281.406.641.006.462;-54.748.005.867.002.700;ESF 3 EXPOCEL;JACO REINALDO HAUPENTALL;1691;EXPOCEL;5533591193;97900000.0;RS;Cerro Largo;2016;5;-28.1423403;-54.744285;97900-000, Cerro Largo - RS, Brazil
23730;35360;2683989;-25.098.781.585.692.600;-501.388.978.958.115;UNIDADE DE SAUDE DA FAMILIA MADRE JOSEFA;RUA BITURUNA;S/N;VILA PRINCESA;(42) 39011724;84025490.0;PR;Ponta Grossa;2016;5;-25.0958411;-50.1378381;R. Bituruna - Uvaranas, Ponta Grossa - PR, 84025-490, Brazil
23732;35424;2512866;-268.812.489.509.575;-49.286.255.836.485.300;UNIDADE BASICA DE SAUDE ADELE KUEHL;RUA AUGUSTO MAASS;3322;ARAPONGAS;(47)3338611;89083715.0;SC;Indaial;2016;5;-26.88121;-49.2862186;R. Augusto Maass, 3322 - Arapongas, Indaial - SC, 89130-000, Brazil
23733;35529;2226634;-294.440.980.747.993;-505.821.081.078.304;POSTO MUNICIPAL DE SAUDE SANTA ISABEL;RUA BENJAMIN CONSTANT;2280;SANTA ISABEL;(54)2442567;95400000.0;RS;São Francisco de Paula;2016;5;-29.445913;-50.5807037;São Francisco de Paula, RS, 95400-000, Brazil
23742;35322;6272339;-23.303.997.516.631.300;-500.684.094.429.002;UNIDADE BASICA DE SAUDE VILA SANTA TEREZINHA;RUA MUNICIPAL;S/N;VILA SANTA TEREZINHA;(43) 3534-3304;86430000.0;PR;Santo Antônio da Platina;2016;5;-23.302978;-50.076164;R. Benedito Lúcio Machado, 863 - Vila Claro, Santo Antônio da Platina - PR, 86000-430, Brazil
23747;35485;2253585;-317.522.370.815.268;-52.368.564.605.711.400;UBS FRAGET;RUA TRES;81;FRAGATA;(53)2213500;96050540.0;RS;Pelotas;2016;5;-31.74003299999999;-52.398155;R. Três, 81 - Tres Vendas, Pelotas - RS, 96070-560, Brazil
23748;35510;6936636;-25.886.621.475.219.000;-508.260.369.300.828;UNIDADE DE SAUDE PSF I CENTRO;AVENIDA BARAO DO RIO BRANCO;S/N;CENTRO;;84570000.0;PR;Mallet;2016;5;-25.8820446;-50.8282507;Av. Barão do Rio Branco, Mallet - PR, 84570-000, Brazil
23751;35507;6515169;-25.091.159.668.056.800;-542.431.753.258.263;ESTRATEGIA SAUDE DA FAMILIA BAIRRO RENASCER;RUA CAMPO GRANDE ESQUINA COM RUA PARANA;S/N;RENASCER;45 3244 1156;85890000.0;PR;Missal;2016;5;-25.0817758;-54.2548772;Rua Campo Grande, Missal - PR, 85890-000, Brazil
23752;35218;2385856;-282.399.511.140.131;-486.692.841.969.227;UNIDADE SAUDE DA FAMILIA DE GUAIUBA;RUA GERAL;896;GUAIUBA;48 3356 0996;88780000.0;SC;Imbituba;2016;5;-28.1497031;-48.7204531;Estr. Geral, 896 - SAMBAQUI, Imbituba - SC, 88780-000, Brazil
23755;35215;2385767;-282.399.511.140.131;-486.692.841.969.227;UNIDADE SAUDE DA FAMILIA DE ARACATUBA;ESTRADA GERAL;56;ARACATUBA;48 32556482;88780000.0;SC;Imbituba;2016;5;-28.1497031;-48.7204531;Estr. Geral, 56 - SAMBAQUI, Imbituba - SC, 88780-000, Brazil
23757;35484;2253364;-316.246.283.054.343;-525.050.568.580.612;UBS CASCATA;5 DISTRITO KM 87 BR 392;100;COLONIA;(53) 2775133;96140000.0;RS;Pelotas;2016;5;-31.623094;-52.50302199999999;BR-392, 87 - 5 distrito, Pelotas - RS, 96140-000, Brazil
23761;35355;2683342;-250.661.873.817.437;-49.881.169.795.988.500;UNIDADE DE SAUDE DA FAMILIA BISCAIA;DISTRITO DE ITAIACOCA;S/N;ITAIACOCA;(42)2541355;84126000.0;PR;Ponta Grossa;2016;5;-25.1399466;-49.8969093;Itaiacoca, Ponta Grossa - PR, Brazil
23762;35241;6183085;-256.414.002.186.938;-49.323.293.194.711.800;UNIDADE DE SAUDE NACOES;RUA EGITO;478;NACOES;4136274601;83823082.0;PR;Fazenda Rio Grande;2016;5;-25.6548491;-49.3064276;R. Egito, 478 - Nações, Fazenda Rio Grande - PR, 83823-082, Brazil
23764;35469;2233118;-313.467.299.938.193;-52.002.604.007.719.400;ESF NOVA ESPERANCA SAO LOURENCO DO SUL;RUA HOMERO COLVARA DE SOUZA;S/N;NOVA ESPERANCA;(53)32512358;96170000.0;RS;São Lourenço do Sul;2016;5;-31.3455047;-52.0008652;R. Homero Colvara de Souza, São Lourenço do Sul - RS, 96170-000, Brazil
23766;35480;2253305;-31.719.597.880.829.100;-5.234.432.006.299.150;UBS PEDREIRAS;9 DISTRITO;100;COLONIA;(53) 2859237;96010971.0;RS;Pelotas;2016;5;-31.7653989;-52.3375886;Pelotas - Princesa, Pelotas - RS, Brazil
23773;35482;2253321;-31.720.179.319.380.800;-523.052.644.729.599;UBS ARCO IRIS;AVENIDA PERY RIBAS;523;ARCO IRIS;(53) 2776331;96010000.0;RS;Pelotas;2016;5;-31.7201459;-52.3052027;Av. Peri Ribas, 523 - Três Vendas, Pelotas - RS, 96087-190, Brazil
23779;35349;2683423;-252.745.950.222.008;-502.342.772.483.811;UNIDADE DE SAUDE DA FAMILIA JOAO DE OLIVEIRA BELLO;RUA TIBURCIO PUPPO;95;CENTRO DE GUARAGI;42 32701207;84120000.0;PR;Ponta Grossa;2016;5;-25.1009772;-50.1577691;R. Tibúrcio Pedro Ferreira - Centro, Ponta Grossa - PR, 84043-560, Brazil
23781;35481;2253313;-31.630.915.403.365.100;-52.436.177.730.558.700;UBS MONTE BONITO;9 DISTRITO;100;COLONIA;(53) 2773017;96115970.0;RS;Pelotas;2016;5;-31.7653989;-52.3375886;Pelotas - Princesa, Pelotas - RS, Brazil
23795;35580;2223856;-302.880.728.244.773;-5.024.985.551.833.960;ESF JOAO GERALDO RODRIGUES PAULINO;AV SALZANO VIEIRA DA CUNHA;315;MAGISTERIO;(51)3686 2053;95599000.0;RS;Balneário Pinhal;2016;5;-30.2886314;-50.2481041;Av. Salzano Vieira da Cunha, 109 - Magistério, Balneário Pinhal - RS, 95599-000, Brazil
23797;35357;2683334;-250.848.233.699.791;-501.770.710.945.115;UNIDADE BASICA DE SAUDE ALCEU SCHULHI;PRACA GETULIO VARGAS;S/N;NOVA RUSSIA;(42)39011751;84070550.0;PR;Ponta Grossa;2016;5;-25.0849773;-50.1770553;1313 - Rua Ernesto Vilela, 1163 - Nova Rússia, Ponta Grossa - PR, Brazil
23815;35583;2234750;-276.175.274.499.813;-52.843.714.350.148.200;AMBULATORIO MUNICIPAL TRES PALMEIRAS;RUA FERNANDO FERRARI;250;CENTRO;(54)33671137;99675000.0;RS;Três Palmeiras;2016;5;-27.6141906;-52.8441093;Três Palmeiras - RS, Brazil
23819;35579;2224275;-298.544.776.439.658;-50.290.088.653.563.000;POSTO DE SAUDE BORUSSIA;ESTRADA DA BORUSSIA;480;BORUSSIA;;95520000.0;RS;Osório;2016;5;-29.8819559;-50.2874651;Estr. Prof. Romildo Bolzan, s/n, Osório - RS, 95520-000, Brazil
23821;35358;2683458;-250.854.349.136.345;-502.070.474.624.619;UNIDADE BASICA DE SAUDE JAMIL MUSSI;AVENIDA PAUL HARRIS;S/N;SABARA;(42)39011763;84062170.0;PR;Ponta Grossa;2016;5;-25.0824322;-50.2060665;Av. Paul Harris - Chapada, Ponta Grossa - PR, Brazil
23827;35256;2302241;-267.753.476.727.181;-51.019.034.758.998.000;POSTO DE SAUDE BAIRRO RANCHO FUNDO;RUA HENRIQUE VEBBER DA SILVA;15;RANCHO FUNDO;(49)35610941;89509257.0;SC;Caçador;2016;5;-26.7788031;-50.9844153;R. Henrique Veber da Silva, 15 - Rancho Fundo, Caçador - SC, 89500-000, Brazil
23828;35359;2683474;-251.107.656.955.712;-501.607.847.213.731;UNIDADE BASICA DE SAUDE JAYME GUSMANN;RUA NILO PECANHA;S/N;VILA ESTRELA;(42)39011740;84040040.0;PR;Ponta Grossa;2016;5;-25.1086939;-50.1623022;R. Nilo Peçanha - Estrela, Ponta Grossa - PR, Brazil
23829;35518;2264447;-30.030.036.774.766.300;-512.286.604.637.023;UNIDADE DE SAUDE SAO VICENTE MARTIR;RUA EMILIA PERRONI FERNANDES;110;CAMAQUA;51 3289-5550;91900000.0;RS;Porto Alegre;2016;5;-30.1053077;-51.2455122;R. Emília Perrone Fernandes, 110 - Camaquã, Porto Alegre - RS, 91910-295, Brazil
23832;35350;2658224;-265.892.744.064.323;-487.051.177.024.827;UNIDADE BASICA DE SAUDE MORRO GRANDE;ESTRADA GERAL MORRO GRANDE;S/N;MORRO GRANDE;(47)34470056;89245000.0;SC;Araquari;2016;5;-26.5934252;-48.7093831;Estr. Geral Barra do Itapocu, 6 - Barra do Itapocu, Araquari - SC, 89245-000, Brazil
23849;35277;2700859;-27.398.036.050.907.800;-534.669.519.596.144;UNIDADE DE SAUDE DA FAMILIA TAQUARUCU DO SUL;RUA PERU;24;CENTRO;(55)37391035;98410000.0;RS;Taquaruçu do Sul;2016;5;-27.3959402;-53.467077;Taquaruçu do Sul, RS, 98410-000, Brazil
23853;35217;2385805;-282.399.511.140.131;-486.692.841.969.227;UNIDADE SAUDE DA FAMILIA DE NOVA BRASILIA;RUA JOAO DE CARVALHO;962;NOVA BRASILIA;48 3255 7550;88780000.0;SC;Imbituba;2016;5;-28.2260203;-48.7102882;R. João de Carvalho, 962 - Campestre, Imbituba - SC, 88780-000, Brazil
23856;35477;2253208;-317.786.300.182.333;-523.233.962.059.006;UBS BALSA;RUA JOAO TOMAZ MUNHOZ;270;NOSSA SRA DE FATIMA;(53) 2857208;96075680.0;RS;Pelotas;2016;5;-31.7788357;-52.3229768;R. João Tomás Munhoz, 86 - N Sra Fátima, Pelotas - RS, 96075-680, Brazil
23857;35594;2254301;-27.866.749.798.923.000;-544.782.240.987.609;UNIDADE BASICA DE SAUDE AUXILIADORA;RUA DAVID CANABARRO;S/N;AUXILIADORA;;98900000.0;RS;Santa Rosa;2016;5;-27.8813563;-54.5007218;R. David Canabarro - Auxiliadora, Santa Rosa - RS, 98900-000, Brazil
23858;35476;2253186;-31.719.597.880.829.100;-5.234.432.006.299.150;UBS CERRITO ALEGRE;3 DISTRITO;100;COLONIA;(53) 2859249;96105000.0;RS;Pelotas;2016;5;-31.7653989;-52.3375886;Pelotas - Princesa, Pelotas - RS, Brazil
23862;35249;3370895;-30.078.229.999.999.900;-5.173.428;ESF III DR AURELIO RODRIGUES ARIZA;PEDRO FANTIM;210;SANTA BARBARA;(51)36562050;96740000.0;RS;Arroio dos Ratos;2016;5;-30.0777092;-51.7283183;Av. Pedro Fantin - Santa Bárbara, Arroio dos Ratos - RS, 96740-000, Brazil
23865;35472;2253100;-31.685.214.042.662.600;-523.398.327.827.438;UBS JARDIM ALLAH;AVENIDA FERNANDO OSORIO;7430;TRES VENDAS;53 32730164;96070850.0;RS;Pelotas;2016;5;-31.6851187;-52.34041449999999;Av. Fernando Osório, 7430 - Centro, Pelotas - RS, 96055-005, Brazil
23868;35423;6995705;-303.380.799.293.509;-54.087.538.719.175.700;UNIDADE BASICA DE SAUDE MARIA NERCILA LAUXEN;RUA JACARANDA;145;CAMBOATA;553615-3042;97335000.0;RS;Santa Margarida do Sul;2016;5;-31.4484655;-52.9708529;Camboatá, Piratini - RS, 96490-000, Brazil
23885;35342;2411490;-26.896.065.473.555.600;-526.041.483.879.074;CENTRO DE SAUDE ANITA GARIBALDI;RUA GERAL;S/N;DISTRITO DE ANITA GA;(04)93531424;89825000.0;SC;Xaxim;2016;5;-27.6858289;-51.1253861;Anita Garibaldi, Santa Catarina - State of Santa Catarina, Brazil
23887;35591;2254239;-27.866.701.799.999.900;-54.471.851.199.999.900;UNIDADE BASICA DE SAUDE BELA UNIAO;BELA UNIAO;S/N;BELA UNIAO;;98900000.0;RS;Santa Rosa;2016;5;-27.87423;-54.4325817;R. Bela União - Cruzeiro, Santa Rosa - RS, 98900-000, Brazil
23898;35509;6808441;-27.352.727.651.595.300;-538.094.472.885.116;POSTO SAUDE SAO PEDRO TENENTE PORTELA;SAO PEDRO;1;SAO PEDRO INTERIOR;;98500000.0;RS;Tenente Portela;2016;5;-27.3441596;-53.83518950000001;São Pedro, Ten. Portela - RS, 98500-000, Brazil
23900;35486;2253607;-31.719.597.880.829.100;-5.234.432.006.299.150;UBS VILA MUNICIPAL;RUA LUCIANO GALLETI;600;SANTOS DUMONT;(53)2853013;96020380.0;RS;Pelotas;2016;5;-31.7304037;-52.3268654;R. Luciano Galete, 600 - Três Vendas, Pelotas - RS, 96060-500, Brazil
23903;35317;5928338;-29.020.879.268.645.300;-511.470.437.049.851;UNIDADE BASICA DR ANTONIO MATIAS FALAVIGNA NOVA ROMA;RUA DAS ROSAS;3500;NOVA ROMA;;95270000.0;RS;Flores da Cunha;2016;5;-29.0219245;-51.1469689;Rua das Rosas, Flores da Cunha - RS, 95270-000, Brazil
23905;35590;2254220;-27.866.749.798.923.000;-544.782.240.987.609;UNIDADE BASICA DE SAUDE CRUZEIRO DO SUL;RUA BELA UNIAO;S/N;CRUZEIRO DO SUL;(55)35116264;98900000.0;RS;Santa Rosa;2016;5;-27.87423;-54.4325817;R. Bela União - Cruzeiro, Santa Rosa - RS, 98900-000, Brazil
23915;35584;2235242;-277.481.146.921.356;-530.641.092.994.744;POSTO DE SAUDE NOVO XINGU;AV EMILIO KNAAK;1;CENTRO;(54)3631342;99687000.0;RS;Novo Xingu;2016;5;-27.7476834;-53.0550311;Novo Xingu, RS, 99687-000, Brazil
23923;35595;2254336;-27.866.749.798.923.000;-544.782.240.987.609;UNIDADE BASICA DE SAUDE CRUZEIRO;AVENIDA FLORES DA CUNHA;1321;CRUZEIRO;;98789188.0;RS;Santa Rosa;2016;5;-27.8677851;-54.4315021;Av. Flôres da Cunha, 1321 - Cruzeiro, Santa Rosa - RS, 98900-000, Brazil
23928;35744;3135039;-25.213;-50.978;POSTO DE SAUDE PEROBAS;PEROBAS;S/N;PEROBAS;;84400000.0;PR;Prudentópolis;2016;5;-25.211864;-50.977439;Prudentópolis, State of Paraná, 84400-000, Brazil
23936;35976;2568985;-2.308.331;-5.075.427;UBS MARIA ODILIA TROMBINI LEOPOLIS;RUA MARECHAL DEODORO;19;CENTRO;(43) 36271358;86330000.0;PR;Leópolis;2016;5;-23.0809763;-50.7533115;R. Pedro Domingues de Souza, 374 - Centro, Leópolis - PR, 86330-000, Brazil
23941;35710;2733056;-23.657.104.969.024;-526.110.577.583.298;UBS EXTENSAO;TRAVESSA ITORORO;400;CENTRO;(44) 3903-1159;87200163.0;PR;Cianorte;2016;5;-23.6558322;-52.61299140000001;Tv. Itororó, 400 - Zona 1, Cianorte - PR, 87200-113, Brazil
