index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det;lat_corrigida;long_corrigida;endereco_google
31893;43416;3021963;-288.224.494.457.236;-52.516.729.831.694;ESF FONTES;RUA ARTUR NARDON;324;FONTES;(54) 3616-7088;99300000.0;RS;Soledade;2016;5;-28.8232264;-52.5126888;R. Artur Nardon, 324 - Fontes, Soledade - RS, 99300-000, Brazil
31898;43515;3058573;-251.567.173.004.143;-50.541.443.824.766.500;POSTO DE SAUDE DE RESTINGA;RESTINGA;S/N;ZONA RURAL;;84430000.0;PR;Imbituva;2016;5;-25.2292903;-50.6054398;Imbituva - State of Paraná, Brazil
31900;43544;3091120;-25.395;-51.458;ESF PLANALTO;RUA SALVADOR GOMES;S/N;VL BELA;(42)36272432;85027250.0;PR;Guarapuava;2016;5;-25.4090179;-51.49791099999999;Av. Salvador Gomes, Guarapuava - PR, Brazil
31902;43441;3030636;-29.217.045.307.158.600;-52.388.026.714.323.300;POSTO DE SAUDE DE CAMPO BRANCO;CAMPO BRANCO;1111;INTERIOR;5137881122;95925000.0;RS;Progresso;2016;5;-29.2202887;-52.3852343;Campo Branco, Progresso - RS, 95925-000, Brazil
31903;43589;3171094;-271.029.281.616.203;-48.994.517.326.353.500;PSF GUABIRUBA SUL;RUA GERMANO WESTARB;76;GUABIRUBA SUL;4733083163;88360000.0;SC;Guabiruba;2016;5;-27.1038161;-48.994362;R. Germano Westarb, 76, Guabiruba - SC, 88360-000, Brazil
31908;43330;3006492;-3.087.262;-53.136.419.999.999.900;ESF II FLORENCIO SANTANA DA BOA VISTA;RUA DA INDEPENDENCIA;374;CENTRO;(53)2581350;96590000.0;RS;Santana da Boa Vista;2016;5;-30.8710159;-53.1135976;R. Independência, 374 - Centro, Santana da Boa Vista - RS, 96590-000, Brazil
31915;43588;3168646;-27.517.575.934.832;-528.922.310.209.657;POSTO DE SAUDE CAMPINA DE PEDRA I PSF II;LINHA CAMPINA DE PEDRA I;1;INTERIOR;(54)35411085;99615000.0;RS;Trindade do Sul;2016;5;-27.5243826;-52.8961061;Trindade do Sul, RS, 99615-000, Brazil
31927;43871;3490122;-30.673.172.903.846.900;-513.944.987.057.586;UBS ARROIO TEIXEIRA;RUA VITALINA LIMA MEIRELES;405;ARROIO TEIXEIRA;(51)36725227;96760000.0;RS;Tapes;2016;5;-30.6609608;-51.397634;R. Vitalina Lima Meireles, 434 - Arroio Teixeira, Tapes - RS, 96760-000, Brazil
31940;43840;3459624;-27.691.683.769.225.300;-48.658.425.807.951.400;CENTRO DE SAUDE ARIRIU DA FORMIGA;RUA RAUL ANTONIO DA SILVA;S/N;ARIRIU DA FORMIGA;(48)30475594;88134770.0;SC;Palhoça;2016;5;-27.6914491;-48.6570699;R. Raul Antônio da Silva - Aririu da Formiga, Palhoça - SC, Brazil
31956;43870;3490092;-30.673.172.903.846.900;-513.944.987.057.586;UBS VILA BORGES;RUA ADYLES PEIXOTO;1489;VILA BORGES;(51)36725223;96760000.0;RS;Tapes;2016;5;-30.6754292;-51.407067;R. Cel. Adiles Peixoto, 1489, Tapes - RS, 96760-000, Brazil
31960;43706;3317544;-30.245.189.666.747.100;-549.307.823.181.136;POSTO DE SAUDE DR ADROALDO;RUA CLEMENTE DUARTE;S/N;ADROALDO;;97590000.0;RS;Rosário do Sul;2016;5;-30.2451128;-54.9299591;R. Ver. Clemente Duarte - Adroaldo Rodrigues, Rosário do Sul - RS, 97590-000, Brazil
31969;43778;3402835;-25.395;-51.458;ESF DOURADOS;RUA BENEDITO FERNANDES;363;INDUSTRIAL;42 36246214;85053012.0;PR;Guarapuava;2016;5;-25.3586101;-51.4925918;R. Benedito Fernandes, 363 - Industrial, Guarapuava - PR, 85045-500, Brazil
31979;43825;3451208;-29.839.000.000.000.000;-51.144;UBS VILA GREISS;R SAO MIGUEL;104;VILA GREISS;;93226530.0;RS;Sapucaia do Sul;2016;5;-29.8431121;-51.148304;R. São Miguel, 104 - Capão da Cruz, Sapucaia do Sul - RS, 93226-530, Brazil
31992;43619;3209369;-26.317.470.073.699.100;-50.602.726.936.338.900;UNIDADE BASICA DE SAUDE DE RIO DA AREIA DO MEIO;LOCALIDADE DE RIO DAREIA DO MEIO;S/N;ZONA RURAL;(47)621 7700;89460000.0;SC;Canoinhas;2016;5;-26.1772771;-50.3953675;Canoinhas - State of Santa Catarina, Brazil
31995;43803;3431460;-32.238.081.693.648.400;-530.724.406.242.355;POSTO DE SAUDE DO BAIRRO SAO GABRIEL;RUA BORGES DE MEDEIROS;734;SAO GABRIEL;;96330000.0;RS;Arroio Grande;2016;5;-32.2385408;-53.07261980000001;R. Borges de Medeiros, 734, Arroio Grande - RS, 96330-000, Brazil
31996;43830;3451917;-25.776.765.242.930.600;-53.314.935.101.821;UNIDADE PSF 04 SALTO DO LONTRA;RUA COSTA E SILVA;101;CENTRO;(46)35381120;85670000.0;PR;Salto do Lontra;2016;5;-25.7801147;-53.31412359999999;R. Costa e Silva, 101 - Colina Verde, Salto do Lontra - PR, 85670-000, Brazil
32008;43665;3266141;-30.167.411.389.713.500;-535.696.441.253.718;ESTRATEGIA DE SAUDE DA FAMILIA LONDERO;RUA PAULO LONDERO;2439;LONDERO;(55) 3233-1704;97340000.0;RS;São Sepé;2016;5;-30.16322359999999;-53.5797389;R. Paulo Londero, 2439 - Londero, São Sepé - RS, 97340-000, Brazil
32027;43683;3290026;-297.156.250.476.829;-53.816.828.727.720.600;UNIDADE ESF SANTOS;RUA ANTONIO FELICIO FOLETTO;3;VILA SANTOS;32118088;97070410.0;RS;Santa Maria;2016;5;-29.7155381;-53.8167959;Rua Antônio Felício Foletto, 04 - Urlândia, Santa Maria - RS, 97070-414, Brazil
32028;43722;3338584;-2.994.841;-5.110.993;ESF CARLOS WILKENS;RUA SAO JORGE;81;VILA DA PAZ;(51) 30414160;94930520.0;RS;Cachoeirinha;2016;5;-29.95169;-51.11002999999999;R. Sao Jorge, 81 - Jardim Conquista, Cachoeirinha - RS, 94930-520, Brazil
32042;43785;3407500;-29.145.140.647.887.300;-56.031.453.609.464.900;POSTO DE SAUDE POVINHO;INTERIOR;S/N;INTERIOR;;97645000.0;RS;Maçambará;2016;5;-29.1472591;-56.0657782;Maçambara - RS, 97645-000, Brazil
32052;43609;3194698;-2.693.208;-4.913.731;ESF ADELINA BRUECKHEIMER;RUA JOSE REUTER;1415;VELHA;(47) 3328-6627;89046000.0;SC;Blumenau;2016;5;-26.9331998;-49.1419436;R. José Reuter, 1415 - Velha Central, Blumenau - SC, 89046-001, Brazil
32055;43949;3562832;-29.516.660.978.989.300;-507.831.258.357.971;POSTO MUNICIPAL DE SAUDE DA VILA NOVA;RUA PORTO ALEGRE;470;VILA NOVA;(51)35466462;95660000.0;RS;Três Coroas;2016;5;-29.5309357;-50.7824397;R. Pôrto Alegre, 470 - Vila Nova, Três Coroas - RS, 95660-000, Brazil
32057;43604;3185826;-26.479.384.399.999.900;-490.848.528;UNIDADE BASICA DE SAUDE MATHILDE SEBOLD BLUNK;RUA 1042 INGO BLUNK;S/N;ESTRADA NOVA;47 3276 0690;89255000.0;SC;Jaraguá do Sul;2016;5;-26.4686015;-49.1208576;R. Ingo Blunk - Estrada Nova, Jaraguá do Sul - SC, 89254-700, Brazil
32071;43983;3586979;-2.739.074;-5.380.296;PSF 01 TENENTE PORTELA;RUA TAMANDARE;295;TEREZA VERZERI;(55)35512560;98500000.0;RS;Tenente Portela;2016;5;-27.3668875;-53.7610498;R. Tamandaré, 295 - Tereza Verzeri, Ten. Portela - RS, 98500-000, Brazil
32093;43978;3582477;-2.424.444;-5.167.412;POSTO DE SAUDE DA VILA NOVA PORA;RUA COLIBRI;S/N;VILA DO MANECO;;86870000.0;PR;Ivaiporã;2016;5;-24.227949;-51.6563761;R. Colibri, Ivaiporã - PR, 86870-000, Brazil
32116;43701;3314715;-29.088;-53.213;POSTO DE SAUDE HARMONIA MENINO DEUS;AVENIDA PIO XII;2904;HARMONIA;;99440000.0;RS;Salto do Jacuí;2016;5;-29.0919954;-53.19659129999999;Av. Pio XII, 2904 - Harmonia, Salto do Jacuí - RS, 99440-000, Brazil
32125;43979;3582485;-24.236.301.183.699.800;-51.678.378.581.999.200;POSTO DE SAUDE DA VILA JOAO XXIII;RUA VISCONDE DO RIO BRANCO;S/N;VILA JOAO XXIII;;86870000.0;PR;Ivaiporã;2016;5;-24.2383059;-51.6811813;R. Visc. do Rio Branco, Ivaiporã - PR, 86870-000, Brazil
32136;43826;3451232;-29.810.020.299.999.900;-51.150.037.100.000.000;ESF SAO CRISTOVAO;IVOTI;93;SAO CRISTOVAO;;93222090.0;RS;Sapucaia do Sul;2016;5;-29.817085;-51.1364706;R. Ivoti, 93 - Vargas, Sapucaia do Sul - RS, 93222-090, Brazil
32148;43906;3524809;-24.756.999.999.999.900;-51.761;POSTO DE SAUDE VEREADOR NESTOR HORODENSKI;LINHA CANTU;S/N;ZONA RURAL;42-36461434;85200000.0;PR;Pitanga;2016;5;-24.7596505;-51.7732438;R. Cantú, Pitanga - PR, 85200-000, Brazil
32150;43608;3191621;-24.756.999.999.999.900;-51.761;POSTO DE SAUDE CENTRO ESF;CONSELHEIRO ZACARIAS;S/N;CENTRO;42-36461434;85200000.0;PR;Pitanga;2016;5;-24.759584;-51.7572635;R. Conselheiro Zacarias, Pitanga - PR, 85200-000, Brazil
32156;43831;3451852;-25.776.765.242.930.600;-53.314.935.101.821;UNIDADE PSF 02 SALTO DO LONTRA;RODOVIA PR 281;S/N;ITAIPU;(46)35382138;85670000.0;PR;Salto do Lontra;2016;5;-25.7914461;-53.30229629999999;PR-281 - Itaipú, Salto do Lontra - PR, Brazil
32163;43750;3375099;-23.173.964.023.589.300;-5.063.787.460.327;POSTO DE SAUDE CARLOS ALBERTO ALBINO;RUA MERCEDES PAVANI;S/N;JARDIM VITOR DANTAS;(43)39041138;86300000.0;PR;Cornélio Procópio;2016;5;-23.1746885;-50.6377892;R. Mercedes Pavani, Cornélio Procópio - PR, 86300-000, Brazil
32165;43827;3451259;-29.828.518;-51.162.383.399.999.900;ESF SILVA;XV DE NOVEMBRO;585;SILVA;;93210190.0;RS;Sapucaia do Sul;2016;5;-29.8275733;-51.1607657;R. Quinze de Novembro, 585 - Getúlio Vargas, Sapucaia do Sul - RS, 93210-190, Brazil
32166;43819;3448363;-255.424.932.795.292;-545.871.024.886.046;UBS PADRE MONTI;AVENIDA MORENITAS;2047;PADRE MONTI;(45)5294747;85855190.0;PR;Foz do Iguaçu;2016;5;-25.5762298;-54.5607529;Av. Morenitas, 2047 - Jardim das Flores, Foz do Iguaçu - PR, 85855-190, Brazil
32178;43881;3494713;-2.972.015;-525.223;PROGRAMA DE SAUDE DA FAMILIA;RUA VEREADOR JOSE AUGUSTO KLINGER;245;ARCO IRIS;5137181935;96880000.0;RS;Vera Cruz;2016;5;-29.7171374;-52.5194352;R. Ver. José Augusto Klinger, 245 - Arco Íris, Vera Cruz - RS, 96880-000, Brazil
32180;43805;3432556;-31.124.836.206.435.200;-527.597.808.837.875;POSTO DE SAUDE DO FAXINAL II;FAXINAL;S/N;3 DISTRITO;;96600000.0;RS;Canguçu;2016;5;-24.0021257;-51.3255743;Faxinal - State of Paraná, Brazil
32181;43897;3515761;-29.452.972.412.108.400;-513.064.742.088.303;UNIDADE BASICA DE SAUDE IV AMIGOS DA SAUDE;JULIO DE CASTILHOS;S/N;ESCADINHAS;(51)36313041;95770000.0;RS;Feliz;2016;5;-29.4822788;-51.3094688;Estr. Júlio de Castilhos, Alto Feliz - RS, 95770-000, Brazil
32185;43792;3418103;-29.143;-56.065;POSTO DE SAUDE DA SERRINHA;INTERIOR;S/N;INTERIOR;;97645000.0;RS;Maçambará;2016;5;-29.1472591;-56.0657782;Maçambara - RS, 97645-000, Brazil
32209;43841;3461203;-2.637.825;-4.882.715;UBSF ITINGA CONTINENTAL;RUA CINEASTA LEON HIRZMANN;100;ITINGA;(47) 34655200;89235190.0;SC;Joinville;2016;5;-26.377511;-48.8260854;R. Cineasta Leon Hirszan, 100 - Itinga, Joinville - SC, 89233-675, Brazil
32215;43721;3338568;-29.914.795.160.292.600;-51.078.636.646.269.200;ESF ARACA;25 DE DEZEMBRO;100;VISTA ALEGRE;(51) 34384447;94955470.0;RS;Cachoeirinha;2016;5;-29.9149482;-51.07888939999999;R. Vinte e Cinco de Dezembro, 100 - Vila Anair, Cachoeirinha - RS, Brazil
32258;43806;3432564;-312.411.046.028.128;-528.902.435.302.719;POSTO DE SAUDE 3 ARVORITO;ARVORITO;S/N;3 DISTRITO;;96600000.0;RS;Canguçu;2016;5;-31.2634559;-52.6172766;Canguçu - RS, 96600-000, Brazil
32261;43916;3536742;-29.887.415.170.668.600;-5.108.736.991.882.170;ESF JARDIM BETANIA;RUA CAPAO DA CANOA;1028;JARDIM BETANIA;(51) 34701982;94940210.0;RS;Cachoeirinha;2016;5;-29.8876181;-51.0873196;R. Capão da Canoa - Jardim Betânia, Cachoeirinha - RS, 94970-780, Brazil
32267;43654;3249743;-27.010.349.035.262.200;-511.621.069.908.127;ESF CIBRAZEM;RUA CASTELO BRANCO;S/N;CIBRAZEM;( );89560000.0;SC;Videira;2016;5;-27.0105444;-51.1617881;R. Castelo Branco - Cibrazém, Videira - SC, 89560-000, Brazil
32268;43834;3453987;-316.728.115.081.778;-53.820.476.531.980.800;POSTO DE SAUDE DA 8 DE AGOSTO;ASSENTAMENTO 8 DE AGOSTO;S/N;ZONA RURAL;;96495000.0;RS;Candiota;2016;5;-31.55204779999999;-53.6778151;Candiota, RS, 96495-000, Brazil
32279;43950;3563251;-269.150.555.133.812;-489.075.064.659.105;ESTRATEGIA DE SAUDE DA FAMILIA POCO GRANDE;RUA RENATO MANOEL PEIXOTO;S/N;POCO GRANDE;(47)33323964;89115100.0;SC;Gaspar;2016;5;-26.9161031;-48.9121318;R. Renato Manoel Peixoto - Poço Grande, Gaspar - SC, 89114-442, Brazil
32280;43817;3445437;-296.568.632.125.846;-538.516.116.142.257;UNIDADE ESF SANTO ANTAO;ESTRADA DE SANTO ANTAO;S/N;SANTO ANTAO;;97110010.0;RS;Santa Maria;2016;5;-29.657214;-53.847244;Santo Antão, Santa Maria - RS, Brazil
32341;44012;3642860;-26.877;-52.403.999.999.999.900;UNIDADE SANITARIA ARNO VIVAN;RUA ANTONIO VITORIO GIORDANI;692;BORTOLON;34331937;89820000.0;SC;Xanxerê;2016;5;-26.8694718;-52.4053647;R. Antônio Vitório Giordani, 692 - Centro, Xanxerê - SC, 89820-000, Brazil
32356;44102;3771059;-295.722.204.557.553;-50.798.710.733.321.700;UNIDADE DE SAUDE ACACIAS;RUA PROF MARLI BERLITZ;10;FIGUEIRAS;(51)35455471;95650000.0;RS;Igrejinha;2016;5;-29.56262;-50.8012183;Rua Professora Marli Berlitz - Figueira, Igrejinha - RS, 95650-000, Brazil
32366;44144;3824950;-26.617.828.491.043.800;-506.746.741.364.894;POSTO DE SAUDE CENTRAL;RUA JOAO GRANEMANN;300;CENTRO;4932521542;89545000.0;SC;Timbó Grande;2016;5;-26.6148301;-50.674806;R. João Graneman, 300, Timbó Grande - SC, 89545-000, Brazil
32383;44185;3890759;-26.961;-50.427;POSTO DE SAUDE SAO ROQUE II;ASSENTAMENTO SAO ROQUE II;S/N;INTERIOR;49-32443116;89540000.0;SC;Santa Cecília;2016;5;-23.5298156;-47.13740019999999;São Roque, State of São Paulo, Brazil
32424;44184;3890708;-269.050.669.670.097;-505.931.138.992.295;POSTO DE SAUDE RIO BONITO;RIO BONITO;S/N;INTERIOR;49-32443116;89540000.0;SC;Santa Cecília;2016;5;-26.1542533;-48.9041588;Rio Bonito, Joinville - SC, Brazil
32442;44149;3831450;-27.283;-50.583.999.999.999.900;POSTO DE SAUDE SAO LUIZ;AV RUI BARBOSA;740;SAO LUIZ;(49)32414667;89520000.0;SC;Curitibanos;2016;5;-27.2748493;-50.5843907;Av. Rui Barbosa, 740 - São Luiz, Curitibanos - SC, 89520-000, Brazil
32462;44113;3781194;-262.825.584.411.613;-48.839.271.068.571.600;UBS SAGUACU;RUA IRIRIU;110;SAGUACU;47 3473-6939;89221300.0;SC;Joinville;2016;5;-26.2827763;-48.8398933;R. Iririú, 110 - Saguaçu, Joinville - SC, 89221-300, Brazil
32478;44098;3768139;-26.908;-48.662;UNIDADE BASICA DE SAUDE CANHANDUBA;ESTRADA GERAL DA CANHANDUBA;100;CANHANDUBA;4733483313;88301000.0;SC;Itajaí;2016;5;-26.970263;-48.6958372;Estrada Geral - Rua João Thomaz Pinto, s/n - Canhanduba, Itajaí - SC, 88307-770, Brazil
32481;44086;3748987;-2.646.514;-4.860.538;UNIDADE SAUDE DA FAMILIA EPAMINONDAS ROSA USF 1;RUA MANOEL DE SOUZA;S/N;CENTRO;(47) 34483252;89247000.0;SC;Balneário Barra do Sul;2016;5;-26.460408;-48.62054939999999;R. Manoel de Souza, Balneário Barra do Sul - SC, 89247-000, Brazil
32516;44030;3666891;-27.018.140.000.000.000;-5.114.383;ESF DE CARLI;RUA ADELINA DAS NEVES BORDIGNON;S/N;DE CARLI;;89560000.0;SC;Videira;2016;5;-27.0091217;-51.1547803;r Adelina das Neves Bordignon - s/n, Videira - SC, Brazil
32531;44220;3928586;-27.546.565.532.683.500;-49.199.137.687.681.700;UNIDADE SANITARIA LEOPOLDO KREUSCH;ESTRADA GERAL;S/N;RIO NOVO;;88460000.0;SC;Angelina;2016;5;-28.6010292;-49.151029;Estrada Geral, Santa Catarina, Brazil
32533;44270;3982173;-28.483.585.953.911.900;-487.813.886.217.994;ESF MAR GROSSO;TRAVESSA PEDRAS GRANDES;143;MAR GROSSO;36444826;88790000.0;SC;Laguna;2016;5;-28.4923481;-48.7699711;Tv. Pedras Grandes, 143 - Mar Grosso, Laguna - SC, 88790-000, Brazil
32559;44286;4061896;-263.939.830.707.765;-501.632.041.973.224;PSF PINHAL;ESTRADA GERAL DO PINHAL;1;PINHAL;;89370000.0;SC;Papanduva;2016;5;-26.41002;-50.1329815;Papanduva, State of Santa Catarina, 89370-000, Brazil
32560;44258;3964701;-28.427.574.634.551.200;-52.216.193.675.993.300;PSF SAO JOSE OPERARIO;RUA 21 DE MAIO;151;SAO JOSE OPERARIO;(54) 3342-0827;99150000.0;RS;Marau;2016;5;-28.4502479;-52.1991762;Rua 21 de Maio, 161 - Ltm Radaelli, Marau - RS, 99150-000, Brazil
32603;44043;3692388;-2.824.418;-48.675.940.000.000.000;UNIDADE SAUDE DA FAMILIA PAES LEME;AV BRASIL;569;PAES LEME;48 3255 0465;88780000.0;SC;Imbituba;2016;5;-28.2432931;-48.6757259;Av. Brasil, 569 - Paes Leme, Imbituba - SC, 88780-000, Brazil
32614;44264;3972739;-299.972.999.095.908;-50.183.293.819.426.000;EQUIPE DE SAUDE DA FAMILIA CRUZEIRO DO SUL;RUA ANTONIO DE SOUZA BORBA;111;CRUZEIRO DO SUL;51 36843008;95590000.0;RS;Tramandaí;2016;5;-29.998469;-50.1843943;R. Antônio de Souza Borba, 262 - Cruzeiro do Sul, Tramandaí - RS, 95590-000, Brazil
32630;44260;3968944;-282.399.511.140.131;-486.692.841.969.227;UNIDADE SAUDE DA FAMILIA DA LIMPA;ESTRADA GERAL;893;CAMPESTRE;48 3255 6630;88780000.0;SC;Imbituba;2016;5;-28.1497031;-48.7204531;Estr. Geral, 893 - SAMBAQUI, Imbituba - SC, 88780-000, Brazil
32674;44152;3841723;-249.723.811.901.187;-490.860.587.993.651;UNIDADE DE SAUDE DO PSF I DE TUNAS DO PARANA;RUA EROS RUPPEL ABDALA;61;CENTRO;(41) 3659-1452;83480000.0;PR;Tunas do Paraná;2016;5;-24.9745774;-49.08631320000001;Tunas do Paraná - State of Paraná, 83480-000, Brazil
