index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det
276;629;2202174;-20.7881283760065;-43.6899447441088;CENTRO DE SAUDE DE SANTANA DOS MONTES;LADEIRA AMERICO LEAO;20;CENTRO;(31)37261331;36430000.0;MG;Santana dos Montes;2016;5
278;598;2773783;-23.5579705238335;-46.367948055266;UBS VILA SAO PAULO;RUA VINICIUS DE MORAES;386;VIL SAO PAULO;(11)46795347;8530000.0;SP;Ferraz de Vasconcelos;2016;5
280;489;8346;-23.5313522815698;-46.809632778166396;UBS FRANCISCO DIAS DA SILVA;RUA MAL EDGAR DE OLIVEIRA;800;VIL QUITAUNA;(11)36073688;6186010.0;SP;Osasco;2016;5
285;635;2113856;-21.199965476989103;-43.972370624541;UBS VEREADOR IRINEU ARIMATEIA DO NASCIMENTO;AV GUANABARA;300;JARDIM BANDEIRANTE;(32)33511166;36212000.0;MG;Barroso;2016;5
288;565;2067692;-23.6220065;-45.41081838224979;UBS MASSAGUACU CARAGUATATUBA;RUA ITALIA BAFFI MAGNI;S/N;MASSAGUACU;12 38841999;11677457.0;SP;Caraguatatuba;2016;5
294;496;2193132;-19.481032097265;-42.520351111410704;UNIDADE DE SAUDE DO BETHANIA;AV ALBERTO GIOVANINI;S/N;BETHANIA;(31)38298490;35164546.0;MG;Ipatinga;2016;5
295;674;2059150;-23.5553848743432;-47.8232502937303;PAS DO CERRADO;RUA SABIA;S/N;ATERRADINHO;(15)97868197;18220000.0;SP;Alambari;2016;5
296;518;2291819;-22.8295473130261;-43.0323350619648;USF IRMA DULCE;RUA DOMINGOS DAMASCENO DUARTE;809;TRINDADE;(21)26017833;24456420.0;RJ;São Gonçalo;2016;5
302;735;2034220;-20.1041007041925;-50.5853247642502;CS DE PARANAPUA;RUA DR JULIO AMARAL;2528;CENTRO;(17)36489020;15745000.0;SP;Paranapuã;2016;5
304;524;2446278;-19.539;-40.631;US2 COLATINA VELHA LEONARDO SANTOS SEU LIO;RUA DOMICILIO PORTO;S/N;COLATINA VELHA;(27) 3177-7218;29700560.0;ES;Colatina;2016;5
308;483;2750309;-21.3357067108148;-51.6448616981491;CENTRO DE SAUDE DE NOVA GUATAPORANGA;RUA BRASIL;315;CENTRO;(18) 38561249;17950000.0;SP;Nova Guataporanga;2016;5
309;450;3029085;-22.870434522628102;-43.0455279350268;USF ENF LUIZA DE MARILAC;RUA GODOFREDO CERQUEIRA LEITE;S/N;NOVO MEXICO;;24450010.0;RJ;São Gonçalo;2016;5
319;401;7263996;-22.5611188932516;-52.686200108528205;ESF IV DO BAIRRO SANTA RITA DO PONTAL;BAIRRO SANTA RITA DO PONTAL;S/N;ZONA RURAL;18 32831277;19275000.0;SP;Euclides da Cunha Paulista;2016;5
321;493;2134535;-16.990691287823;-42.3497731636506;UNIDADE MATERNO INFANTIL;RUA DO ROSARIO;400;ROSARIO;(33)37381122;39644000.0;MG;Francisco Badaró;2016;5
323;485;2211491;-22.249417304991997;-45.9282159805284;CENTRO DE SAUDE DA FAMILIA JOSE NARCISO KERSUL POUSO ALEGRE;RUA JOAO DE BARROS COBRA;115;FOCH;(35)34494204;37558320.0;MG;Pouso Alegre;2016;5
324;648;2272105;-21.368225812911398;-41.7213535308826;POSTO DE SAUDE SAO PEDRO PARAISO;USINA SAO PEDRO;S/N;SAO PEDRO;;28250000.0;RJ;Italva;2016;5
326;806;2403390;-20.33;-40.292;UNIDADE DE SAUDE DE SANTA RITA;AVENIDA FERNANDA ANTONIO DA SILVEIRA;S/N;SANTA RITA;(27)32290111;29118450.0;ES;Vila Velha;2016;5
328;1046;2047330;-20.478258132934002;-49.776005744932604;CS DE COSMORAMA;PRACA ANTONIO CANDIDO BORGES;733;CENTRO;(17)3836-9210;15530000.0;SP;Cosmorama;2016;5
330;1123;22713;-20.020770000000002;-44.029709999999994;CENTRO DE SAUDE INDEPENDENCIA;RUA MARIA ANTONIETA;151;INDEPENDENCIA;(31)32779116;30672000.0;MG;Belo Horizonte;2016;5
331;1112;2053632;-23.6693345;-46.4582620121646;UBS CARLINA;RUA CANDIDO GONCALO MENDES;84;VILA CARLINA;(11)4544-1654;9370810.0;SP;Mauá;2016;5
334;987;2795035;-21.8352305889123;-44.812073707579295;USF SEBASTIAO MASSAFERA;RUA AUGUSTO MACIEL;65;BREJINHO;(35)33462117;37445000.0;MG;Cruzília;2016;5
335;1121;6858538;-20.737283985;-48.9134917257694;ESF VALTER STUK;RUA PROJETADA I;362;CDHU III;(17)32819021;15400000.0;SP;Olímpia;2016;5
337;1191;2119560;-16.2475726793913;-40.1469330149968;UNIDADE DE SAUDE DA FAMILIA PREVENCAO E SAUDESANTA M SALTO;RUA JOSE DIAS GONCALVES;123;PLANALTO;(33)37271448;39928000.0;MG;Santa Maria do Salto;2016;5
339;1183;3912132;-20.940389016757603;-45.82846362311751;CENTRO DE SAUDE UNIDADE BASICA GLORIA;RUA QUERUBINO MOSCARDINI;228;GLORIA;35 3854-1216;37175000.0;MG;Ilicínea;2016;5
343;951;2152525;-18.9189986093056;-48.2779501847345;UBSF DOM ALMIR;AVENIDA CIRINEU A AZEVEDO;100;JARDIM SUCUPIRA;(34)32121277;38407508.0;MG;Uberlândia;2016;5
346;1038;6921108;-15.3187801661895;-44.7588506340981;UAPS VILA AMELIA;AV VILA AMELIA;01;VILA AMELIA;(38)3625-6120;39490000.0;MG;Bonito de Minas;2016;5
347;1049;3180093;-16.73886;-43.83978;ESFSBMI JARDIM PALMEIRAS II;AVENIDA NECO DELFINO;289;DELFINO MAGALHAES;(38) 32293460;39402181.0;MG;Montes Claros;2016;5
349;1106;2146975;-20.8608913421625;-46.3957571983324;PSF MARIA LAURA DE JESUS;RUA SANTISSIMA TRINDADE;115;CEA;(35)35232176;37940000.0;MG;Alpinópolis;2016;5
351;1116;2212439;-22.290701866149302;-46.615226268767;CEO JACUTINGA;RUA SEBASTIAO RODRIGUES DE SOUZA;S/N;CENTRO;(35)34431022;37590000.0;MG;Jacutinga;2016;5
354;1018;2025450;-21.262696981429396;-48.3320975303636;UNIDADE BASICA DE SAUDE GINO BASSI;RUA JORNALISTA CLAUDIO LUIS BERCHIELLI;S/N;SANTA MONICA;(16)32036172;14871570.0;SP;Jaboticabal;2016;5
356;1103;2036053;-21.1737334728235;-48.9260244369493;PAS DO JAD PALMEIRAS PINDORAMA;RUA JOSE CASTANHO DA SILVA;S/N;JARDIM DAS PALMEIRAS;(17)35721201;15830000.0;SP;Pindorama;2016;5
357;1032;8002568;-19.8295927047724;-43.1258010864245;CENTRO DE SAUDE MONLEVADE CENTRO;RUA TIETE;748;CENTRO INDUSTRIAL;38520013;35930462.0;MG;João Monlevade;2016;5
368;1079;2796414;-21.133458495541397;-46.6213268893431;PSF DE SAUDE DE BIGUATINGA;RUA SATURNINO GOMES DA SILVEIRA;S/N;BIGUATINGA;35546167;37855000.0;MG;São Pedro da União;2016;5
375;1146;2191806;-15.9957396984096;-41.2792611122119;UNIDADE DE SAUDE DA FAMILIA AMIGOS DA FAMILIAPEDRA AZUL;AVENIDA DR ANTERO DE LUCENA RUAS;948;CENTRO;(33)37511769;39970000.0;MG;Pedra Azul;2016;5
376;1194;2041391;-24.008613824843696;-47.16437101364;UBS ENGANO MIRACATU;BR 116KM80;S/N;ENGANO;(13)68471729;11850000.0;SP;Miracatu;2016;5
389;920;2276771;-22.368704974385;-41.775064285476;ESF UBS BOTAFOGO;RUA LELITA SALES;S/N;BOTAFOGO;(22) 2759 0495;27946130.0;RJ;Macaé;2016;5
393;1107;2147912;-15.6107836516614;-41.7467850898706;CENTRO DE SAUDE DE BERIZAL;PRACA SOLON LEAL IVO;S/N;PLANALTO;(38)38458102;39555000.0;MG;Berizal;2016;5
394;816;6754589;-21.151331416521803;-50.3551730232239;UBS FARMACEUTICO ANTONIO SARAIVA JARDIM IPORA;RUA JEAN PIERRE BRULHART;295;JARDIM IPORA;(18) 3631-2388;16021420.0;SP;Araçatuba;2016;5
399;1092;2652803;-19.933;-40.407;UNIDADE DE SAUDE DA FAMILIA DRA MILENA GOTTARDI TONINI;ROD BR 101 NORTE;S/N;CENTRO;(27)32671123;29185000.0;ES;Fundão;2016;5
400;1024;3540049;-22.34979;-47.401;ESF JERONYMO OMETTO ARARAS;RUA CIRO LAGAZZI;285;JARDIM CANDIDA;(19)35421083;13603027.0;SP;Araras;2016;5
401;1039;2069261;-23.194018356050602;-49.39862966537479;ESF TETO DR FARID ABRAHAO JOSE PEDRO PIRAJU;RUA PROFESSOR CAMILO GOLFIERI;280;CONJUNTO RESIDENCIAS;(14)33517886;18800000.0;SP;Piraju;2016;5
405;1063;2121743;-18.7224519252772;-49.1938805580125;PSF1 CASA DE SAUDE JOAQUIM RODRIGUES COSTA;RUA 17;1217;YVETE G DANIEL;(34)32661401;38380000.0;MG;Canápolis;2016;5
417;1699;7689314;-22.36921;-41.785540000000005;ESF JARDIM FRANCO;RUA DOIS;S/N;JARDIM FRANCO;;27910000.0;RJ;Macaé;2016;5
422;1630;2059525;-23.6491322249999;-47.5746801202081;PSF PAULISTANO;RUA LUIZ CARLOS DE ABREU;200;JD PAULISTANO;(15)32923875;18160000.0;SP;Salto de Pirapora;2016;5
425;1652;2745739;-20.4077482223505;-47.419395446776;CLINICA DE ESPECIALIDADES MEDICAS;RUA AGNELO DELFINO BARBOSA;465;CENTRO;(16)31331275;14460000.0;SP;Cristais Paulista;2016;5
433;1884;5627265;-20.3639991114517;-41.962679807371394;PSF RURAL GRACIANO;FAZENDA GRACIANO;S/N;ZONA RURAL;3333411981;36970000.0;MG;Manhumirim;2016;5
435;1964;2275759;-22.44932770729;-43.1723213195788;POSTO DE SAUDE VALE DO CARANGOLA;R WALDEMAR VIEIRA AFONSO;07;CARANGOLA;(24)22212733;25715402.0;RJ;Petrópolis;2016;5
441;1806;2272164;-21.373515129088698;-41.6966772079456;POSTO DE SAUDE CIMENTO PARAISO;CIMENTO PARAISO;S/N;CIMENTO PARAISO;;28250000.0;RJ;Italva;2016;5
444;1698;2071487;-21.4838075637811;-51.5296983718857;CS I DR TAKASHI ENOKIBARA;RUA ESPIRITO SANTO;135;METROPOLE;(18)38223151;17900000.0;SP;Dracena;2016;5
450;2396;2058219;-24.1097223758691;-48.806354999540794;UNIDADE PSF ALTO DA BRANCAL ITAPEVA;BAIRRO ALTO DA BRANCAL;S/N;ALTO DA BRANCAL;(15)35267299;18406380.0;SP;Itapeva;2016;5
459;2030;6281419;-23.8518548011773;-46.9443869590746;USF CENTRO;RUA IVONE PIRES GUIMARAES;160;CENTRO;(11)46861397;6890000.0;SP;São Lourenço da Serra;2016;5
465;2299;2115670;-20.0028204917902;-44.087641239165;UNIDADE DE SAUDE LUZIA NUNES VICENTE;RUA MANTIQUEIRA;12;JARDIM DAS ROSAS;(31)35336052;32432060.0;MG;Ibirité;2016;5
468;2395;2033062;-22.222579999999997;-49.663070000000005;USF MARIA LUCIA FERREIRA CAVALLINI;RUA GUARANTA;105;JD EUCALIPTOS;(14)34062000;17400000.0;SP;Garça;2016;5
470;2351;3846660;-23.5329079627984;-47.4448871612535;UNIDADE BASICA DE SAUDE JARDIM ARCHILA;RUA LAZARO BUENO DE ARRUDA;68;ANGELO VIAL;(15) 32473012;18111660.0;SP;Votorantim;2016;5
481;2238;2791102;-22.5101280212396;-48.550515174864294;PAS ADMA ARIK RAYES IGARACU TIETE;RUA HERCULES PERACOLI;63;VILA MANOEL RAYAS;14 36441000;17350000.0;SP;Igaraçu do Tietê;2016;5
486;2215;3275256;-22.7555501461022;-43.2795453071582;UNIDADE BASICA DE SAUDE EDNA SIQUEIRA SALES;RUA PARACATU;S/N;JARDIM GRAMACHO;(21)27740762;25056370.0;RJ;Duque de Caxias;2016;5
489;2289;2162695;-21.1939817415146;-42.61603959028079;UBS ANTONIO CARLI BERTAZZO;RUA ANTONIO CLEMENTINO;S/N;TABOOES;(32)34261627;36790000.0;MG;Miraí;2016;5
490;2376;2211696;-22.2303029951548;-45.937144275826505;UBS YARA UBS MOACIR DE CARVALHO POUSO ALEGRE;RUA DAS MARGARIDAS;S/N;JARDIM YARA;(34)34494179;37550313.0;MG;Pouso Alegre;2016;5
501;2282;6230474;-21.024582644572803;-47.3732802928901;ESF SANTA CRUZ;FIORAVANTE MALAGUTTI;100;FIGUEIREDO WALTER;(16) 3665-9568;14350000.0;SP;Altinópolis;2016;5
505;2043;6317685;-24.457733631133298;-47.8163623809801;USF ARAPONGAL OESTE REGISTRO;RUA PROJETADA A;180;ARAPONGAL;(13)3822-2390;11900000.0;SP;Registro;2016;5
