index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det
120;45;2404575;-9.49344824144475;-44.5812141605608;PS DE ESTREITO;ESTREITO;S/N;ZONA RURAL;;64915000.0;PI;Redenção do Gurguéia;2016;5
122;37;2636123;-7.72437221003539;-35.3295704142006;PSF LAGOA DO OUTEIRO;POVOADO DE LAGOA DO OUTEIRO;S/N;ZONA RURAL;(81)36591013;55845000.0;PE;Buenos Aires;2016;5
124;194;2682680;-7.520034313201691;-36.813662052153504;UBSF 04 JULIA DE LIMA OLIVEIRA;SITIO JERICO;S/N;ZONA RURAL;(83)33542856;58580000.0;PB;Serra Branca;2016;5
125;29;2424118;-3.68803768376442;-40.34866803365821;CSF PEDRINHAS;RUA BENJAMIM;62;PEDRINHAS;(88) 3611 5032;62040830.0;CE;Sobral;2016;5
126;272;6877702;-10.1332569122312;-43.9419221878039;UNIDADE BASICA DESAUDE SAO JOAO I;POVOADO SAO JOAO;S/N;ZONA RURAL;8935751411;64965000.0;PI;Avelino Lopes;2016;5
131;60;5627087;-7.247706233989691;-35.3706550598145;CENTRO DE SAUDE PROF MARIA DOLORES DE ARAUJO RAMOS;AVENIDA JOAO CRISOSTOMO;S/N;CENTRO;(083)3682-1084;58339000.0;PB;São José dos Ramos;2016;5
133;133;2653303;-11.4849354254302;-37.9335777751436;UNIDADE DE SAUDE DA FAMILIA OTTO ALENCAR;LOTEAMENTO RAIMUNDO GUIMARAES;01;RGN;;48330000.0;BA;Rio Real;2016;5
135;7;2644916;-14.6698506432339;-40.471276491880396;USF DO GERIBA;POVOADO DO GERIBA;01;POVOADO;;45190000.0;BA;Planalto;2016;5
136;103;2005557;-9.53947334534262;-35.7661628723145;CENTRO DE SAUDE TEREZA BARBOSA 7 DS;COJ EUSTAQUIO GOMES;S/N;CIDADE UNIVERSITARIA;(82) 3315 5476;57072452.0;AL;Maceió;2016;5
139;256;2452847;-3.9455715;-42.9251061777803;UBSF DE BAIXAO DO CEDRO;POVOADO BAIXAO DO CEDRO;S/N;POVOADO;(98);65515000.0;MA;Buriti;2016;5
141;65;2415046;-7.23175278993044;-39.4083902977886;POSTO DE SAUDE VILA PADRE CICERO;VILA PADRE CICERO;S/N;DISTRITO BELA VISTA;(88)5233376;63100970.0;CE;Crato;2016;5
142;72;2526;-10.89602;-37.06284;US FRANCISCO FONSECA DEZOITO DO FORTE;AV ALVARO MARCIEL;296;18 DO FORTE;(79)3179-2434;49060020.0;SE;Aracaju;2016;5
143;297;7632320;-8.95847;-37.62378;PSF MANOEL CLARINDO DO NASCIMENTO;SITIO ESTIVAS;S/N;RURAL;;56565000.0;PE;Manari;2016;5
146;469;2514419;-12.772851771232;-39.521140056174396;USF DO RIO SECO;POVOADO DO RIO SECO;S/N;ZONA RURAL;;44590000.0;BA;Santa Teresinha;2016;5
155;767;6742807;-12.969014951184402;-39.398487927817996;UNIDADE SAUDE DA FAMILIA SOL POSTO;EUJACIO SILVA ALMEIDA;21;CENTRO;;44565000.0;BA;Varzedo;2016;5
159;546;8013608;-2.8993234;-44.8761898;U B S S FRANCISCO DE HONORIO PSF;POVOADO DE PALMEIRALZINHO;S/N;ZONA RURAL;;65220000.0;MA;São Vicente Ferrer;2016;5
160;549;2487217;-12.164190480912799;-38.6029123666286;UNIDADE DE SAUDE DA FAMILIA SAO JOSE OPERARIO PIRINEL;AVENIDA SILVA;S/N;SANTA TEREZINHA;;48010110.0;BA;Alagoinhas;2016;5
161;742;2008009;-9.529950785749769;-36.0630512237549;UNIDADE SAUDE DA FAMILIA SAPUCAIA;POVOADO SAPUCAIA;22;CENTRO;;57690000.0;AL;Atalaia;2016;5
163;603;2563878;-4.83955516829761;-37.7823914809586;UBASF PADRE RAIMUNDO SALES FACANHA;DISTRITO BORGES;S/N;ZONA RURAL;(88)4181619;62823000.0;CE;Jaguaruana;2016;5
164;500;2004119;-9.387302398681369;-37.1394968032826;UNIDADE DE SAUDE DA FAMILIA DE AREIAS;POVOADO AREIAS BRANCAS;01;ZONA RURAL;;57500000.0;AL;Santana do Ipanema;2016;5
165;456;6812163;-4.5659565925596795;-45.1930332183825;UNIDADE BASICA DE SAUDE DO POVOADO UMBACA;POVOAO UMBACA;S/N;ZONA RURAL;;65715000.0;MA;Lago da Pedra;2016;5
167;545;5475929;-13.855664007664002;-40.088607327476296;USF DR JOSE MAXIMILIANO HENRIQUEZ SANDOVAL;RUA M;01;JEQUIEZINHO;(73)3527-2037;45208775.0;BA;Jequié;2016;5
171;420;6629040;-3.8535726070402903;-45.5351972579943;UBS DE AGUA BELA;POVOADO AGUA BELA;S/N;POVOADO AGUA BELA;;65378000.0;MA;Tufilândia;2016;5
175;678;4026985;-12.5270962715145;-40.3007268905628;UNIDADE DE SAUDE DA FAMILIA DO CAITITU;BAIRRO DO CAITITU;S/N;CAITITU;(75) 3251 - 6899;46880000.0;BA;Itaberaba;2016;5
176;644;4013247;-6.12668180536754;-35.440837740898104;UBS PARELHAS;SITIO PARELHAS;S/N;ZONA RURAL;;59247000.0;RN;Lagoa Salgada;2016;5
179;428;2720736;-9.931610389742449;-36.4715218222232;UNIDADE BASICA DE SAUDE DA FAMILIA INGA;POVOADO INGA;S/N;CENTRO;(82)541 1218;57270000.0;AL;Junqueiro;2016;5
181;582;28096;-8.06276248305241;-34.8889419445777;US 274 PSF TIA REGINA;RUA CORREGO DO DEODATO;315;AGUA FRIA;(81) 33554708;52211250.0;PE;Recife;2016;5
189;423;2720280;-9.925;-36.476;POSTO DE SAUDE BARRO VERMELHO;POVOADO BARRO VERMELHO;S/N;ZONA RURAL;(82)541 1218;57270000.0;AL;Junqueiro;2016;5
191;797;2771349;-15.411468744277501;-39.4933176040638;USF ANTONIO MENEZES;RUA DOS CIGANOS;30;CIDADE ALTA;;45880000.0;BA;Camacan;2016;5
192;659;2304864;-17.5189333438062;-39.1942143206578;PSF CANTA GALO;AVENIDA PRINCIPAL;S/N;CANTA GALO;(73) 2932620;45910000.0;BA;Alcobaça;2016;5
193;717;2386410;-14.364817142486201;-40.2063345909107;CENTRO DE SAUDE NOSSA SENHORA DA BOA NOVA;RUA REGES PACHECO;01;CENTRO;(77)34332218;45250000.0;BA;Boa Nova;2016;5
198;569;3006875;-7.1510267257688405;-34.8998522758437;UNIDADE DO PSF BAIRRO DOS NOVAIS I;CORONEL ADOLFO MASSA;S/N;NOVAIS;(83)32189188;58088620.0;PB;João Pessoa;2016;5
202;593;2722348;-9.354;-37.507;UNIDADE MISTA DA FAMILIA MONSENHOR MOISES V DOS ANJOS;POVOADO CANDUNDA;S/N;POV CANDUNDA;;57515000.0;AL;Senador Rui Palmeira;2016;5
204;538;3903532;-10.667819999999999;-39.49645;UNIDADE DE SAUDE DA FAMILIA DA TAPERA;RUA HIPOLITO GOMES DA SILVA;S/N;CENTRO;3274-1346;48840000.0;BA;Cansanção;2016;5
205;577;2682451;-8.237235546111819;-36.050069332121794;UBS LAGOA DE PEDRA;SITIO MARIBONDO;S/N;SITIO MARIBONDO;( );55008000.0;PE;Caruaru;2016;5
207;783;2478242;-3.52387058428249;-40.3421348648012;CSF DE PADRE LINHARES MANOEL JOVINIANO CUNHA;PADRE LINHARES;S/N;DISTRITO;36431065;62140000.0;CE;Massapê;2016;5
208;660;2008041;-9.5024;-36.0229609;UNIDADE SAUDE DA FAMILIA SANTO ANTONIO;POVOADO SANTO ANTONIO;15;CENTRO;;57690000.0;AL;Atalaia;2016;5
210;796;2387107;-14.338562967367698;-40.909289639225705;USF DE CALDEIRAO DE NICOLAU;AVENIDA CENTRAL;S/N;DISTRITO;(77)34621052;45265000.0;BA;Caetanos;2016;5
212;657;6576885;-9.390081167220801;-37.989134788512104;UNIDADE BASICA DE SAUDE DESVIO;GUARARAPES;S/N;DESVIO;;57480000.0;AL;Delmiro Gouveia;2016;5
213;561;2445271;-13.8074071461679;-41.3109815271264;USF DA LAGE;POVOADO LAGOA DA LAGE;S/N;LAGE;(77)2292227;46640000.0;BA;Ituaçu;2016;5
217;718;5597285;-8.14566557729576;-40.7966219288235;PS SERRA NOVA;SERRA NOVA;S/N;ZONA RURAL;(89)34970005;64753000.0;PI;Betânia do Piauí;2016;5
221;640;3285340;-10.505661554543801;-40.3188209870999;P S DE CURRAL DA PONTA PSF OSEAS MANOEL DA SILVA;POV DE CURRAL DA PONTA;1;CENTRO;;44790000.0;BA;Campo Formoso;2016;5
222;506;4021053;-10.792325783411501;-37.5684292045339;US DA FAMILIA HELIO MECENAS;RUA PROFESSOR IVANILDES S SANTOS;51;CENTRO;(79)455 1280;49525000.0;SE;São Domingos;2016;5
224;501;2611880;-10.68798;-37.42497;UNIDADE PSF CS SOUTO DINIZ;AV OTONIEL DOREA;534;CENTRO;(79)3431 4287;49500139.0;SE;Itabaiana;2016;5
229;449;6562515;-12.418763186516198;-41.768201241090495;ESFB BAIXAO VELHO;POVOADO BAIXAO VELHO;S/N;ZONA RURAL;7533312211;46900000.0;BA;Seabra;2016;5
230;670;6136184;-5.11573926436997;-43.818181795106106;UNIDADE DE SAUDE DA FAMILIA SANTA MARIA;POVOADO SANTA MARIA;S/N;ZONA RURAL;;65615000.0;MA;São João do Soter;2016;5
233;689;4029585;-13.442426657155199;-42.240648777677;CENTRO DE SAUDE DE PARAMIRIM;AV DR AURELIO JUSTINIANO ROCHA;10;CENTRO;(77)3471-3437;46190000.0;BA;Paramirim;2016;5
235;677;6159095;-12.1074412645138;-45.803405602471294;USF OSWALDO CRUZ;RUA ITABUNA QD 118;S/N;CIDADE SANTA CRUZ;3628-5710;47850000.0;BA;Luís Eduardo Magalhães;2016;5
237;521;6468993;-1.62325143814082;-44.9690151214587;UNIDADE BASICA DE SAUDE ROMANA DOS SANTOS SANTA ROSA;POVOADO SANTA ROSA;S/N;ZONA RURAL;;65270000.0;MA;Bacuri;2016;5
238;610;2307464;-5.23698091506943;-43.868794441221894;UNIDADE MISTA DO POVOADO SAO PAULO;RUA GRANDE;S/N;CENTRO;(98)5691036;65783000.0;MA;Senador Alexandre Costa;2016;5
244;701;2368684;-6.63542032241802;-41.430881023405796;PS DO POVOADO CONCEICAO;RUA FRANCISCO ISIDORIO DAS CHAGAS;S/N;ZONA RURAL;;64635000.0;PI;São João da Canabrava;2016;5
245;457;2721899;-9.884;-36.829;UNIDADE DE SAUDE DA FAMILIA CANAFISTULA CIPRIANO;POV CANAFISTULA DO CIPRIANO;S/N;ZONA RURAL;(82)5201418;57360000.0;AL;Girau do Ponciano;2016;5
246;665;2457474;-6.42036080360394;-42.8795742988574;UNIDADE BASICA DE SAUDE CARAIBAS DO NORTE;POVOADO CARAIBAS DO NORTE;S/N;POVOADO CARAIBAS;(98)2911177;65650000.0;MA;São Francisco do Maranhão;2016;5
255;686;2421321;-10.7970295089519;-37.1605681986739;UNIDADE DE SAUDE DA FAMILIA JOSE ROSA FELIPE;RUA NOVA;001;POV PEDRA BRANCA;(79)2811539;49170000.0;SE;Laranjeiras;2016;5
258;426;2368846;-4.16821558232068;-42.8931666492627;PSF HAMILTOM AZEVEDO;AV JOSE DE DEUS LACERDA;S/N;CENTRO;(86)32441165;64130000.0;PI;Miguel Alves;2016;5
259;759;6157017;-3.28380703926077;-45.6489443778978;POSTO DE SAUDE DA VILA AMORIM 02;VILA AMORIM;S/N;VILA AMORIM;9836554551;65365000.0;MA;Zé Doca;2016;5
260;651;2366630;-6.182320117950259;-42.7033853530871;PS PIRANHAS;POV PIRANHAS;S/N;PIRANHAS;;64410000.0;PI;Angical do Piauí;2016;5
261;664;5353424;-12.120366096496198;-41.3242363929737;UNIDADE DE SAUDE DA FAMILIA BOTAFOGO;POVOADO DE BOTAFOGO;99;ZONA RURAL;75 9 9914-4847;46820000.0;BA;Bonito;2016;5
263;586;2562413;-3.7679135799406898;-38.656296730040395;U A P S SERGIO RODRIGUES TEIXEIRA;AVENIDA D;S/N;N METROPLE;996336511;61658080.0;CE;Caucaia;2016;5
264;29449;2459841;-4.52122807502733;-44.4679141044604;CENTRO DE SAUDE DR PAULO BOGEA;RUA NEWTON BELLO;914;CENTRO;(99)36461160;65728000.0;MA;Lima Campos;2016;5
265;614;2713705;-7.91293;-34.902409999999996;USF TIMBO;RUA CARLOS GOMES;425;TIMBO;(81)35412654;53520130.0;PE;Abreu e Lima;2016;5
267;725;6119476;-10.999095439910601;-37.3937058448781;POSTO DE SAUDE DO POVOADO CHAN;POVOADO CHAN;S/N;ZONA RURAL;;49120000.0;SE;Itaporanga d'Ajuda;2016;5
270;720;4014774;-6.18807175929035;-35.0926003671736;UBS PIPA;AVENIDA BAIA DOS GOLFINHOS;S/N;PIPA;(84) 32464304;59178000.0;RN;Tibau do Sul;2016;5
273;615;2380560;-6.414028142432731;-38.386420375103;CENTRO DE SAUDE DA VILA SAO BERNARDO;VILA SAO BERNARDO;S/N;ZONA RURAL;;59940000.0;RN;Luís Gomes;2016;5
274;550;2631938;-8.95064;-37.41895;UNIDADE DE SAUDE DA FAMILIA JOSE MIGUEL DO AMARAL;RUA DO COMERCIO;S/N;CENTRO;;56550000.0;PE;Itaíba;2016;5
279;639;3698580;-5.66105961799605;-36.607153415678894;PROGRAMA SAUDE DA FAMILIA 05;RAIMUNDO MIGUEL DA CUNHA;105;ALTO DA ALEGRIA;(84)35313954;59515000.0;RN;Angicos;2016;5
282;745;2510995;-12.772851771232;-39.521140056174396;USF DE CAMPO ALEGRE;POVOADO DE CAMPO ALEGRE;S/N;ZONA RURAL;;44590000.0;BA;Santa Teresinha;2016;5
283;441;3356329;-7.02405;-37.93776;UNIDADE DE SAUDE DA FAMILIA PSF I;R LOCULTOR VALDEREDO ROMAO;S/N;CABO BRANCO;(83)34331435;58770000.0;PB;Coremas;2016;5
287;461;2798743;-5.7421267032621595;-35.2435183525075;USF POMPEIA;AV GOV ANTONIO MELO DE SOUZA;2405;PAJUCARA;32328184;59123030.0;RN;Natal;2016;5
291;787;2386348;-13.071016073226499;-39.958906173704904;UNIDADE DE SAUDE DA FAMILIA EROTILDES RIBEIRO NOVAES;RUA DA TORRE;S/N;POVOADO DO KM100;(75)36542260;45325000.0;BA;Brejões;2016;5
292;709;2309734;-3.5853624343871004;-42.8851747512805;UBSF DO CORRENTE;POVOADO CORRENTE;S/N;POVOADO CORRENTE;(98) 4721012;65520000.0;MA;Brejo;2016;5
293;693;2423340;-10.0852453708646;-36.9502401351918;UNID SAUDE DE FAMILIA POVOADO BORDA DA MATA;POVOADO BORDA DA MATA;S/N;POVOADO;;49880000.0;SE;Canhoba;2016;5
297;716;5308852;-12.3098630947299;-44.5394417829141;UNIDADE DE SAUDE DA FAMILIA SENHOR DO BOMFIM;AV CASTELO BRANCO;S/N;CENTRO;77 36172200;47830000.0;BA;Baianópolis;2016;5
298;607;2726254;-3.8893425464629;-38.5978460311878;UBSF JOSE BATISTA LEANDRO;RUA TOPAZIO;S/N;ALVORADA;3451291;61810220.0;CE;Pacatuba;2016;5
300;728;7205562;-8.9955;-40.27623;ESTRATEGIA DE SAUDE DA FAMILIA ESF 07;RUA PROJETADA;S/N;MORADA NOVA;87 38699068;56395000.0;PE;Lagoa Grande;2016;5
301;548;2371901;-6.540513038635059;-39.906377792357205;CENTRO DE SAUDE DE SABOEIRO;RUA AMELIA LIMA BRAGA;00003;CENTRO;3526-1722;63590000.0;CE;Saboeiro;2016;5
306;515;2005581;-9.666;-35.735;CENTRO DE SAUDE SAO VICENTE DE PAULA PINHEIRO 3 DS;TRAVESSA NATAL;S/N;PINHEIRO;(82)33155437;57055670.0;AL;Maceió;2016;5
307;472;5831113;-13.8120675086971;-41.29908800125;USF DA SEDE 2;PRACA JOSE ANISIO DOS ANJOS E SILVA;S/N;CENTRO;;46640000.0;BA;Ituaçu;2016;5
312;475;2404400;-4.479417800903191;-41.4674448966968;PSF GOIABEIRA;LOCALIDADE GOIABEIRA;S/N;ZONA RURAL;;64255000.0;PI;Pedro II;2016;5
