index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det
154;620;2187450;-19.8824858665461;-43.854053020475995;SABARA CENTRO DE SAUDE VILAS REUNIDAS;RUA TIRADENTES;S/N;GENERAL CARNEIRO;(31)36727444;34585140.0;MG;Sabará;2016;5
157;459;2776316;-22.426;-45.453;UBS VILA RUBENS ITAJUBA;AVENIDA VINTE E UM DE NOVEMBRO;129;VILA RUBENS;35 3692-1814;37505169.0;MG;Itajubá;2016;5
158;712;3015653;-19.21763;-45.001940000000005;UNIDADE BASICA DE SAUDE CENTRO;RUA JOSE CIPRIANO DE CAMPOS;111;CENTRO;37 35234142;35640000.0;MG;Pompéu;2016;5
168;594;2104792;-17.2877532077502;-43.94941473873839;CENTRO DE SAUDE MUNICIPAL ENGENHEIRO NAVARRO;AV JOSE MARQUES CALDEIRA;267;CENTRO;(38)32531177;39363000.0;MG;Engenheiro Navarro;2016;5
169;741;2148080;-18.291667699813303;-44.053802490233096;POSTO DE SAUDE DE RODEADOR DE MONJOLOS;PRACA FRANCISCA DO SERRO;S/N;RODEADOR;3837271159;39215000.0;MG;Monjolos;2016;5
178;583;2214288;-22.3334044019156;-45.52734375;UBS SAO JOSE DO ALEGRE;RUA DA SAUDADE;173;CENTRO;(35)36451233;37510000.0;MG;São José do Alegre;2016;5
188;595;2219212;-16.7329180240626;-43.852572441099795;CENTRO DE SAUDE CINTRA;RUA MONTE PLANO;892;CINTRA;38 32293339 3340;39400392.0;MG;Montes Claros;2016;5
203;697;2144352;-20.8953162458046;-45.275861361123106;PSF VILA AMAURY;RUA ARINOS ALVES ANDRADE;S/N;ANA ALVES;(35)38321921;37270000.0;MG;Campo Belo;2016;5
214;508;2204533;-15.952563805561098;-44.861312742376604;POSTO DE SAUDE DA FAMILIA LAPA DO ESPIRITO SANTO;LAPA DO ESPIRITO SANTO;S/N;ZONA RURAL;;39300000.0;MG;São Francisco;2016;5
242;494;2104938;-16.5664951547913;-42.888012880146;UBS VALE DAS CANCELAS;POVOADO VALE DAS CANCELAS;S/N;ZONA RURAL;(38)32381135;39570000.0;MG;Grão Mogol;2016;5
243;692;2157098;-19.545542209328698;-44.1331662414131;UNIDADE BASICA DE SAUDE ARACI BARBOSA DOS SANTOS;AV INDUSTRIAL;75;ARACAS;(31)37131200;35730000.0;MG;Capim Branco;2016;5
250;751;2203804;-14.882533483912301;-44.0812622895275;UBSI ALDEIA SUMARE I;POLO SUMARE;000;ZONA RURAL;(38)3613-8115;39475000.0;MG;São João das Missões;2016;5
253;484;2220210;-19.111919403075603;-46.6833758354173;UNIDADE BASICA DE SAUDE DA FAMILIA DR JOSE WANDERLEY;RUA PETUNIA;211;CENTRO;(34) 3833-1171;38760000.0;MG;Serra do Salitre;2016;5
256;757;2182904;-16.9227218627925;-43.6766624450671;POSTO DE SAUDE DE GAMELEIRA;AV MARCOS CALDEIRA;07;CENTRO;(38)32368101;39592000.0;MG;Glaucilândia;2016;5
271;643;6647928;-21.3512849807733;-46.141483783720595;PSF DO BAIRRO SAO VICENTE PREFEITO WELLINGTON AMARAL;RUA ANGELO PALMIERI NETO;58;SAO VICENTE;3532933283;37140000.0;MG;Areado;2016;5
272;715;6387918;-15.3573788763445;-42.9635229642327;UBS BARREIRO BRANCO;RUA PROJETADA;697;BARREIRO BRANCO;;39526000.0;MG;Catuti;2016;5
275;460;2121557;-18.5871827602381;-49.1992664337144;CENTRO DE SAUDE FRANCISCO NEVES;RUA DOS GOMES;65;CENTRO;(34)32671232;38390000.0;MG;Centralina;2016;5
276;629;2202174;-20.7881283760065;-43.6899447441088;CENTRO DE SAUDE DE SANTANA DOS MONTES;LADEIRA AMERICO LEAO;20;CENTRO;(31)37261331;36430000.0;MG;Santana dos Montes;2016;5
285;635;2113856;-21.199965476989103;-43.972370624541;UBS VEREADOR IRINEU ARIMATEIA DO NASCIMENTO;AV GUANABARA;300;JARDIM BANDEIRANTE;(32)33511166;36212000.0;MG;Barroso;2016;5
294;496;2193132;-19.481032097265;-42.520351111410704;UNIDADE DE SAUDE DO BETHANIA;AV ALBERTO GIOVANINI;S/N;BETHANIA;(31)38298490;35164546.0;MG;Ipatinga;2016;5
321;493;2134535;-16.990691287823;-42.3497731636506;UNIDADE MATERNO INFANTIL;RUA DO ROSARIO;400;ROSARIO;(33)37381122;39644000.0;MG;Francisco Badaró;2016;5
323;485;2211491;-22.249417304991997;-45.9282159805284;CENTRO DE SAUDE DA FAMILIA JOSE NARCISO KERSUL POUSO ALEGRE;RUA JOAO DE BARROS COBRA;115;FOCH;(35)34494204;37558320.0;MG;Pouso Alegre;2016;5
330;1123;22713;-20.020770000000002;-44.029709999999994;CENTRO DE SAUDE INDEPENDENCIA;RUA MARIA ANTONIETA;151;INDEPENDENCIA;(31)32779116;30672000.0;MG;Belo Horizonte;2016;5
334;987;2795035;-21.8352305889123;-44.812073707579295;USF SEBASTIAO MASSAFERA;RUA AUGUSTO MACIEL;65;BREJINHO;(35)33462117;37445000.0;MG;Cruzília;2016;5
337;1191;2119560;-16.2475726793913;-40.1469330149968;UNIDADE DE SAUDE DA FAMILIA PREVENCAO E SAUDESANTA M SALTO;RUA JOSE DIAS GONCALVES;123;PLANALTO;(33)37271448;39928000.0;MG;Santa Maria do Salto;2016;5
339;1183;3912132;-20.940389016757603;-45.82846362311751;CENTRO DE SAUDE UNIDADE BASICA GLORIA;RUA QUERUBINO MOSCARDINI;228;GLORIA;35 3854-1216;37175000.0;MG;Ilicínea;2016;5
343;951;2152525;-18.9189986093056;-48.2779501847345;UBSF DOM ALMIR;AVENIDA CIRINEU A AZEVEDO;100;JARDIM SUCUPIRA;(34)32121277;38407508.0;MG;Uberlândia;2016;5
346;1038;6921108;-15.3187801661895;-44.7588506340981;UAPS VILA AMELIA;AV VILA AMELIA;01;VILA AMELIA;(38)3625-6120;39490000.0;MG;Bonito de Minas;2016;5
347;1049;3180093;-16.73886;-43.83978;ESFSBMI JARDIM PALMEIRAS II;AVENIDA NECO DELFINO;289;DELFINO MAGALHAES;(38) 32293460;39402181.0;MG;Montes Claros;2016;5
349;1106;2146975;-20.8608913421625;-46.3957571983324;PSF MARIA LAURA DE JESUS;RUA SANTISSIMA TRINDADE;115;CEA;(35)35232176;37940000.0;MG;Alpinópolis;2016;5
351;1116;2212439;-22.290701866149302;-46.615226268767;CEO JACUTINGA;RUA SEBASTIAO RODRIGUES DE SOUZA;S/N;CENTRO;(35)34431022;37590000.0;MG;Jacutinga;2016;5
357;1032;8002568;-19.8295927047724;-43.1258010864245;CENTRO DE SAUDE MONLEVADE CENTRO;RUA TIETE;748;CENTRO INDUSTRIAL;38520013;35930462.0;MG;João Monlevade;2016;5
368;1079;2796414;-21.133458495541397;-46.6213268893431;PSF DE SAUDE DE BIGUATINGA;RUA SATURNINO GOMES DA SILVEIRA;S/N;BIGUATINGA;35546167;37855000.0;MG;São Pedro da União;2016;5
375;1146;2191806;-15.9957396984096;-41.2792611122119;UNIDADE DE SAUDE DA FAMILIA AMIGOS DA FAMILIAPEDRA AZUL;AVENIDA DR ANTERO DE LUCENA RUAS;948;CENTRO;(33)37511769;39970000.0;MG;Pedra Azul;2016;5
393;1107;2147912;-15.6107836516614;-41.7467850898706;CENTRO DE SAUDE DE BERIZAL;PRACA SOLON LEAL IVO;S/N;PLANALTO;(38)38458102;39555000.0;MG;Berizal;2016;5
405;1063;2121743;-18.7224519252772;-49.1938805580125;PSF1 CASA DE SAUDE JOAQUIM RODRIGUES COSTA;RUA 17;1217;YVETE G DANIEL;(34)32661401;38380000.0;MG;Canápolis;2016;5
433;1884;5627265;-20.3639991114517;-41.962679807371394;PSF RURAL GRACIANO;FAZENDA GRACIANO;S/N;ZONA RURAL;3333411981;36970000.0;MG;Manhumirim;2016;5
465;2299;2115670;-20.0028204917902;-44.087641239165;UNIDADE DE SAUDE LUZIA NUNES VICENTE;RUA MANTIQUEIRA;12;JARDIM DAS ROSAS;(31)35336052;32432060.0;MG;Ibirité;2016;5
489;2289;2162695;-21.1939817415146;-42.61603959028079;UBS ANTONIO CARLI BERTAZZO;RUA ANTONIO CLEMENTINO;S/N;TABOOES;(32)34261627;36790000.0;MG;Miraí;2016;5
490;2376;2211696;-22.2303029951548;-45.937144275826505;UBS YARA UBS MOACIR DE CARVALHO POUSO ALEGRE;RUA DAS MARGARIDAS;S/N;JARDIM YARA;(34)34494179;37550313.0;MG;Pouso Alegre;2016;5
511;2316;2181517;-19.5840503585078;-42.6439423108068;CENTRO DE CONVIVENCIA LIBERATO DE PAULA E SILVA;AVENIDA UM;377;ALEGRE;(31)38477680;35181020.0;MG;Timóteo;2016;5
512;2026;6555918;-18.898008019968398;-43.08175572077911;PSF SAO JOSE;PRACA SAO JOSE;12;DISTRITO DE SAO JOSE;33-3424-2073;39745000.0;MG;Senhora do Porto;2016;5
532;2741;2218348;-19.831800701790602;-43.3480400193056;PSF I;RUA SANTA EFIGENIA;138;SANTA EFIGENIA;38201844;35935000.0;MG;São Gonçalo do Rio Abaixo;2016;5
551;2497;2775344;-20.705623626708398;-46.618487834929105;PSF COIMBRAS I;RUA BUENOS AIRES;S/N;CALIFORNIA;(35)3522 -6512;37904114.0;MG;Passos;2016;5
582;2510;2197049;-20.9135270118707;-42.026202678679205;EQUIPE 02 DE SAUDE DA FAMILIA ZONA URBANA;AVENIDA IMACULADA CONCEICAO;333;QUEBRA COPOS;(32)37511741;36844000.0;MG;Tombos;2016;5
583;2537;2116774;-19.753228200000002;-43.9888064;VESPASIANO CENTRO DE SAUDE ILDEU DINIZ;RUA HUM;S/N;APARECIDA SUELY;(31)36211000;33200000.0;MG;Vespasiano;2016;5
617;2567;2113864;-21.176286999031;-43.9753811243157;UBS DR PERICLES FRANCISCO RODRIGUES;RUA BERLIM;57;JARDIM EUROPA;(32)33511166;36212000.0;MG;Barroso;2016;5
622;2747;2204223;-15.486321438480802;-44.3596105277538;UBS BARAO DE SAO ROMAO;RUA BARAO DE SAO ROMAO;395;CENTRO;(38)36211475;39480000.0;MG;Januária;2016;5
631;2507;2210371;-17.432689576716598;-41.0001132091318;PSF JOSE SANTANA;RUA ALAGOAS;S/N;CIDADE ALTA;(33)35351330;39814000.0;MG;Pavão;2016;5
645;2428;5320348;-19.965379240085102;-44.197551103266605;UBS CAIC CAPELINHA;AVENIDA NOVA YORK;S/N;CAPELINHA;31.3597.6529;32677518.0;MG;Betim;2016;5
647;2637;2133881;-16.790231466292802;-42.5554776191699;UNIDADE BASICA DE SAUDE SAO NORBERTO;PRACA SAO NORBERTO;S/N;LELIVELDIA;( );39640000.0;MG;Berilo;2016;5
671;2795;2160412;-20.1961433887476;-44.76124048232899;PROGRAMA SAUDE DA FAMILIA UNIDADE III DE CARMO DO CAJURU;RUA QUATRO;S/N;JARDIM ALVORADA;(37)3244-1674;35557000.0;MG;Carmo do Cajuru;2016;5
675;2582;2139715;-17.5975701770905;-44.730346582732295;POSTO DE SAUDE PAULO VI;RUA C;275;PAULO VI;(38)37314769;39260000.0;MG;Várzea da Palma;2016;5
690;2439;3557472;-19.92749;-43.92573;CENTRO DE SAUDE GRANJA DE FREITAS;RUA SAO VICENTE;405;GRANJA DE FREITAS;(31)32775727/5725;30130007.0;MG;Belo Horizonte;2016;5
699;2713;6498663;-19.800335953907197;-41.7173533200378;ESTRATEGIA DE SAUDE DA FAMILIA PAZ;RUA CABOCLO BALBINO;425;VILA VICENTINA;;36950000.0;MG;Ipanema;2016;5
750;2636;2101173;-19.1912383018129;-46.2427530916274;UNIDADE BASICA DE SAUDE OLHOS D AGUA;RUA JOAQUIM RODRIGUES DE MIRANDA;10;OLHOS DAGUA;;38810000.0;MG;Rio Paranaíba;2016;5
754;2518;2164639;-20.056496858596198;-48.1075644493089;CENTRO MUNICIPAL DE SAUDE ALONSO FERREIRA DOS SANTOS;AVENIDA 29;152;CENTRO;(34) 3324-1313;38110000.0;MG;Água Comprida;2016;5
776;2605;2149680;-17.895115180520502;-44.579358558748105;ESF ESTRATEGIA DA SAUDE DA FAMILIA NOVA LASSANCE;RUA IZIDORO RAMOS DE OLIVEIRA;130;NOVA LASSANCE;(38)37591263;39250000.0;MG;Lassance;2016;5
795;2843;2126141;-19.9399387836451;-44.11442041396971;UBS ANTONIO SABINO DE SOUZA IMBIRUCU;AVENIDA SANITARIA 1 A;300;JARDIM PERLA;(31)35973232;32677518.0;MG;Betim;2016;5
805;3111;2103842;-18.5049140453333;-42.0849752426135;CENTRO DE SAUDE DE MARILAC;RUA RIO DE JANEIRO;97;CENTRO;(33)32921618;35115000.0;MG;Marilac;2016;5
812;2947;2160072;-19.4654345512384;-45.604419708250596;UNIDADE BASICA DE SAUDE DE DORES DO INDAIA;RUA RUI BARBOSA;28;CENTRO;037-3551-2579;35610000.0;MG;Dores do Indaiá;2016;5
816;2930;2098601;-20.8576512336725;-43.4782648086535;JOSE GORDIANO DE SAO JOSE PSF;RUA SANTANA;371;CENTRO;(31)37531138;36460000.0;MG;Rio Espera;2016;5
831;3068;6302262;-17.2586739063258;-41.7471456527698;PSF MARIA AUXILIADORA LOPES OLIVEIRA;RUA GAMELEIRA;S/N;ZONA RURAL;(33)35311255;39810000.0;MG;Caraí;2016;5
836;2844;24015;-19.90746;-43.94487;CENTRO DE SAUDE SAO CRISTOVAO;RUA ITAPECERICA;555;LAGOINHA;(31)32776011;31210220.0;MG;Belo Horizonte;2016;5
860;2894;3660249;-16.523941755294302;-42.4093508720386;POSTO SAUDE SAO JOAO VACARIA;RUA DO CRUZEIRO;04;ZONA RURAL;(33)37362001;39630000.0;MG;Virgem da Lapa;2016;5
861;2854;2125900;-19.917923212050802;-44.273529052733096;UBS MARIMBA;RODOVIA MG 060;3188;MARIMBA;(31)3596.2899;32623245.0;MG;Betim;2016;5
865;2937;2794268;-21.975896655915697;-44.6028244646275;CENTRO DE SAUDE ANNIBAL EMATNE;RUA FELIPE SENADOR;1057;CAMPO PRATICO;(35)33441921;37450000.0;MG;Aiuruoca;2016;5
872;3136;6504426;-19.698626821519;-43.9599562982337;UNIDADE BASICA DE SAUDE CACHOEIRA;RUA JOSE AUGUSTO GONCALVES;150;CACHOEIRA;;33350000.0;MG;São José da Lapa;2016;5
874;2992;2762552;-20.746618509292;-46.86492919921739;PSF III SAO JUDAS TADEU;RUA JUVENTINO LEMOS;375;CENTRO;( );37970000.0;MG;Pratápolis;2016;5
895;3126;2220822;-17.3010807061062;-41.523126865366;PSF CENTRAL DE CATUJI;RUA ELIEZER PINHEIRO;S/N;CENTRO;(33)88385607;39816000.0;MG;Catuji;2016;5
930;3024;6800025;-21.902961730956395;-45.5816745758043;CENTRO DE SAUDE DR STENIO CAIO NOGUEIRA JUNQUEIRA;RUA CAPITAO REZENDE COSTA;19;INCONFIDENTES;;37490000.0;MG;São Gonçalo do Sapucaí;2016;5
941;2846;5595231;-20.095130162918302;-43.7908543768367;RIO ACIMA POSTO DE SAUDE DONA LILITA MORGAN;AV ISRAEL PINHEIRO;001;JATOBA;(31)35451160;34300000.0;MG;Rio Acima;2016;5
944;2936;3301222;-19.042494932809202;-47.917992316725396;CENTRO DE SAUDE DONA LICA;RUA ELMIRO ALVES DA SILVA;200;SANTANA;(34)32452536;38490000.0;MG;Indianópolis;2016;5
945;2990;2161737;-20.956989526748103;-42.601482868193294;POSTO DE SAUDE ARTUR FERNANDES;VENTANIA;458;ZONA RURAL;;36555000.0;MG;Ervália;2016;5
959;3039;3843467;-21.8287289142602;-45.248050689695994;PSF RURAL;CONGONHAL;S/N;ZONA RURAL;;37420000.0;MG;Cambuquira;2016;5
972;2977;2218755;-21.7609243086743;-43.3488172724747;UBS MONTE CASTELO PSF;RUA DR OSWALDO MASCARENHAS;S/N;MONTE CASTELO;(32)36697858;36081120.0;MG;Juiz de Fora;2016;5
978;2806;2157306;-19.4835603824475;-44.1583906670617;UNIDADE BASICA DE SAUDE JUSA ABREU;ZITO GUISCEN;60;CENTRO;(31)37111335;35738000.0;MG;Prudente de Morais;2016;5
987;3174;2184753;-16.4013639;-46.9141045;UNIDADE BASICA DE SAUDE ESF BELA VISTA;RUA ITAPUA;53;BELA VISTA;(38)36760058;38610000.0;MG;Unaí;2016;5
1002;2816;6506097;-17.895115180520502;-44.579358558748105;UNIDADE BASICA DE SAUDE DA FAMILIA DR CARLOS CHAGAS;RUA NOSSA SENHORA DO CARMO;611;CENTRO;3837591239;39250000.0;MG;Lassance;2016;5
1011;3143;5086604;-20.004161596297603;-44.062042236326796;UNIDADE DE SAUDE VILA IDEAL;AV PAU BRASIL;14;VILA IDEAL;3135992037;32425225.0;MG;Ibirité;2016;5
1016;3178;2119897;-16.4417689423789;-41.00711544237971;UNIDADE BASICA DE SAUDE DE SAO JOSE;RUA SAO JOSE;45;SAO JOSE;( );39960000.0;MG;Jequitinhonha;2016;5
1031;2885;2147904;-15.3973215529759;-42.8665147238001;UBS SAO BENTO;RUA ABILIO ANTONIO ALMEIDA;S/N;BAIRRO SAO BENTO;;39527000.0;MG;Mato Verde;2016;5
1070;3150;2103885;-18.805260413755697;-42.6218202062038;CENTRO DE SAUDE DE DIVINOLANDIA DE MINAS;RUA SAO JOSE;326;CENTRO;(33)34141184;39735000.0;MG;Divinolândia de Minas;2016;5
1090;2945;2143461;-19.852219820022;-44.6157360076891;UBS NOSSA SENHORA DE FATIMA;RUA OURO PRETO;431;NOSSA SENHORA DE FAT;(37)32361799;35660013.0;MG;Pará de Minas;2016;5
1104;2814;2796848;-19.800279999999997;-41.71264;ESTRATEGIA SAUDE DA FAMILIA EQUIPE VIDA;R DIAMANTE;15;CENTRO;(33)33141495;36950000.0;MG;Ipanema;2016;5
1111;2926;2114488;-20.0440084934229;-41.6882228851306;CENTRO DE SAUDE DE CHALE;RUA CICERO GOMES;5;CENTRO;(33)3345-1207;36985000.0;MG;Chalé;2016;5
1128;3425;23086;-19.87353;-43.93295;CENTRO DE SAUDE PADRE FERNANDO DE MELO;RUA CONCEICAO VIDIGAL PAULUCCI;150;PALMARES;(31)32776072;31150000.0;MG;Belo Horizonte;2016;5
1134;3224;2709686;-19.6390807628626;-43.237016201018;UNIDADE DR FERNANDO MONTEIRO DE BARROS;AV BRASIL;50;AREAO;(31)3839-2225;35900367.0;MG;Itabira;2016;5
1147;3457;2195852;-18.7290384400921;-47.4959724312194;PSF SALU ALVES FERREIRA;RUA SAO CARLOS;145;CELSO BUENO;(34)38493104;38500000.0;MG;Monte Carmelo;2016;5
1157;3346;7216084;-17.6733364470817;-42.501237121582;ESF VISTA ALEGRE;ANEL RODOVIARIO;1511;VISTA ALEGRE;;39680000.0;MG;Capelinha;2016;5
1160;3339;7013388;-21.01576;-46.523720000000004;ESF NOSSA SENHORA APARECIDA;RUA PREFEITO JOAO SILVA;610;NOSSA SENHORA APAREC;35 3563-1345;37948000.0;MG;Bom Jesus da Penha;2016;5
1167;3368;7770626;-18.586105346679698;-41.4903526306152;UNIDADE BASICA DE SAUDE PLANALTO;RUA VINTE DE JULHO;13;PLANALTO;3332469200;35275000.0;MG;São Félix de Minas;2016;5
1174;3430;2157330;-18.112548103742302;-44.2752188423279;CENTRO DE SAUDE DEOCLECIANO MACHADO AUGUSTO DE LIMA;PRACA PREFEITO JOAO CAETANO;418;CENTRO;(38)37581210;39219000.0;MG;Augusto de Lima;2016;5
1184;3395;2111101;-20.0059989819425;-41.749072816426;UNIDADE SAUDE DA FAMILIA VERDE VIDA S J MANTIMENTO;RUA VIRGILIO GONCALVES;S/N;CENTRO;(33)33351121;36990000.0;MG;São José do Mantimento;2016;5
1186;3407;5455499;-18.8528824033102;-41.947081334028795;ESF SANTA TEREZINHA;RUA OMAR MAGALHAES;940;SANTA TEREZINHA;33 32754720;35030740.0;MG;Governador Valadares;2016;5
1211;3576;3121275;-18.59874;-48.69945;UNIDADE PRO SAUDE VO MALAQUIA;RUA MANOEL HIPOLITO MACHADO;S/N;BOA VISTA;(34)32816535;38480000.0;MG;Tupaciguara;2016;5
1219;29413;2173093;-20.2725154;-42.1859229;ESF SAO PEDRO DO AVAI;AV BOM PASTOR;S/N;SAO PEDRO;33 3378 5139;36900000.0;MG;Manhuaçu;2016;5
1272;3550;6769721;-16.859872448364197;-44.91410683871779;UBS AMELIA DO COUTO MORENO;AVENIDA 8 DE DEZEMBRO;272;NOVO HORIZONTE;;39350000.0;MG;Ibiaí;2016;5
1276;3468;2167700;-21.7846925499931;-45.964969563160494;UNIDADE BASICA PROG SAUDE DA FAMILIA SAO SEBASTIAO;PRACA VEREADOR JOAQUIM FRANCISCO DA COSTA SOBRINHO;342;PAIOLINHO;;37757000.0;MG;Poço Fundo;2016;5
1292;3435;5915694;-16.699982505765902;-43.8704024255276;ESFSBMII JB AMAZONAS;RUA MARCOS RIBEIRO;167;SANTOS REIS;(38) 3229-3353;39401167.0;MG;Montes Claros;2016;5
1297;3296;2120208;-16.2247956209704;-41.47630906692;UNIDADE DE SAUDE 03 TUPARECE;RUA AGENOR OLEGARIO SOARES;S/N;TUPARECE;3337531595;39620000.0;MG;Medina;2016;5
1306;3423;2184923;-16.1698557321158;-42.2935064722757;UNIDADE BASICA DE SAUDE SANTO ANTONIO;RUA PEDRO ALVARES CABRAL;25;SANTO ANTONIO;(38)38411460;39560000.0;MG;Salinas;2016;5
1320;3507;2208288;-18.483263321987103;-41.3912087843896;CENTRO DE SAUDE CARMELITA FRANCISCA DE OLIVEIRA;RUA PROFESSOR ANTONIO BASTOS;99;GAMELEIRA;(33)35821223;39848000.0;MG;São José do Divino;2016;5
1329;3226;2119757;-16.609407845473598;-40.5718939337966;UNIDADE BASICA DE SAUDE DE RIO DO PRADO;RUA DOUTOR LUIS B MENEZES;119;CENTRO;;39940000.0;MG;Rio do Prado;2016;5
1338;3241;2101785;-16.5555596351619;-45.9814310073839;P S F BRASILINHA BONFINOPOLIS;AVENIDA JOSE AMARO BRADAO FILHO;582;BRASILINHA;038 3675 1503;38650000.0;MG;Bonfinópolis de Minas;2016;5
1340;3473;3616096;-18.868728876113302;-48.8869714736924;UNIDADE DE SAUDE DA FAMILIA MARINA GOMES DA SILVA;RUA MARCIANO SALVIANO DA COSTA;22;SANTO ANTONIO;( 34)32830527;38475000.0;MG;Monte Alegre de Minas;2016;5
1348;3491;5452155;-21.2493559380963;-46.580596484703996;ESTRATEGIA SAUDE DA FAMILIA DA MATA DO SINO;PRACA RODRIGUES ANTONIO MAGALHAES;255;MATA DO SINO;3535532069;37805000.0;MG;Juruaia;2016;5
1349;3417;2184184;-21.4610624313348;-42.9653835296618;UBS EURIPEDES LOPES;RUA MONSENHOR BELOTI;22;CENTRO;(32)32651248;36690000.0;MG;Descoberto;2016;5
1350;3223;2143445;-19.8647379639463;-44.60538018789371;UBS SANTOS DUMONT;PRACA ALFREDO LEITE XAVIER;140;SANTOS DUMOMT;(37)32317791;35660340.0;MG;Pará de Minas;2016;5
1359;3204;2709813;-19.632139205932;-43.205966949461605;PSF PRAIA;RUA GUARANI;22;PRAIA;(31)3839-2224;35900270.0;MG;Itabira;2016;5
1362;3481;2149257;-20.891768932341897;-42.8806471824634;POSTO DE SAUDE DE MONTE CELESTE;VILA MONTE CELESTE;S/N;ZONA RURAL;;36530000.0;MG;São Geraldo;2016;5
1416;3693;2152479;-18.8980615139002;-48.338298797606;UBS TOCANTINS;RUA JOAQUIM CARRIJO NETO;758;TOCANTINS;(34)32172210;38415270.0;MG;Uberlândia;2016;5
1471;3991;2204614;-15.3184380950909;-42.0114224428155;UBS DE MANDACARU;POVOADO DE MANDACARU;S/N;ZONA RURAL;;39540000.0;MG;São João do Paraíso;2016;5
1488;3840;2182793;-15.102641864892002;-44.0931858020531;UNIDADE BASICA DE SAUDE CENTRAL;RUA OLIVIA RODRIGUES;S/N;CENTRO;(38)36131148;39470000.0;MG;Itacarambi;2016;5
